mRNA	logFC	FDR	Sub-0	Sub-1	Delta
AOX1	-0.5570403859669297	0.005813649634376707	37631.00709219858	29076.37556561086	20961.99071496257
ITIH1	-0.3024217467130813	0.04637575569669009	68888.25531914894	62776.674208144796	20833.30650163374
CES1	-0.15862078938081992	0.4341718777847428	130234.12056737588	130150.41628959276	20657.839008714036
FGB	0.07540382328300563	0.7081950196674468	264636.7943262411	302995.0995475113	19954.626073556992
SQSTM1	0.344790844838656	0.01962028925869163	56872.283687943265	80943.95475113123	19609.042740669673
ENO1	0.6516195602458583	5.2348401362197125e-09	29850.794326241135	53730.68778280543	19451.361471854812
ACTB	0.19263561272735272	0.014673776576938956	100972.6524822695	132337.5520361991	19450.92877962804
PEBP1	-0.32796772689430925	9.451959391300563e-05	59148.5390070922	53522.09954751131	19398.811887275413
KNG1	-0.1958804873152962	0.2655952116204433	97218.07092198581	97234.87330316742	19043.123108051608
CYP2C9	-0.817695120339194	9.35969907477869e-05	23209.54609929078	14765.036199095022	18978.332590677644
C4BPA	-0.3442841315736662	0.06313591493320725	54870.53191489362	48339.12669683258	18891.053429304287
GLUD1	-0.668526578280006	1.2443392248996739e-08	27962.241134751774	19014.660633484164	18693.501386856035
CTSD	0.2538046764011241	0.008510643359137138	70645.8865248227	93280.99095022625	17930.256368503156
HLA-A	0.36850157408213013	0.0015175021013852366	46202.17021276596	68064.65610859728	17025.57244941476
P4HB	0.172803251254282	0.022787092963527888	98232.74468085106	123194.4298642534	16974.93766048284
GC	0.1659093417949081	0.2360369141752397	101889.27659574468	125343.93665158372	16904.382815959336
H19	-0.11017745768332614	0.7918779008108722	150523.1914893617	171771.11312217196	16584.262560678344
RPS18	-0.3608691043687937	0.00029233029745710033	45665.63829787234	39362.357466063346	16479.317992982476
CFB	-0.10223630202645811	0.4734628924877672	159589.8510638298	169033.2036199095	16315.87621371917
ALDH1A1	-0.2952254021135866	0.04392850232793281	55082.524822695035	52489.307692307695	16261.760540211757
CYP27A1	-0.55053653890345	1.7970556039803203e-05	29020.205673758865	22235.135746606335	15976.683589897468
GATM	-0.34729264091268963	0.023034086470778578	45714.59574468085	40252.44796380091	15876.342684426218
ALDH2	-0.36908885882028364	0.0011119609217251903	42897.31914893617	37046.515837104074	15832.922571130352
SERPIND1	-0.34300523287809875	0.02168600821841477	43959.964539007095	38927.82805429864	15078.497874015091
CES2	-0.46651712742192614	0.002245590507771022	31230.71631205674	26451.39819004525	14569.6640612298
SERPINF1	-0.37030048931131765	0.0012852514527655703	39111.34751773049	33631.34841628959	14482.95112344059
COL1A1	1.2977045709026915	5.553435532189132e-09	11061.290780141844	28803.389140271494	14354.28760547387
PEG10	-1.015641325695818	0.003928935968458885	14065.95744680851	7424.990950226244	14285.96766845756
ALDH1L1	-0.48483292967524405	0.028204261476722663	29384.659574468085	23651.33031674208	14246.650588999071
HSD11B1	-0.7847195248349778	0.0034002030519252697	17732.609929078015	12016.031674208145	13915.125237630109
PSAP	0.2775459507468077	0.00015666324187654318	49712.49645390071	66287.06787330317	13797.50209229518
ASGR2	-0.49204956150600593	7.167533805333456e-05	27449.574468085106	21805.226244343892	13506.551080547732
F2	-0.21912880289153813	0.13171946357844283	61024.9219858156	58344.800904977375	13372.318101301278
CYP3A5	-0.9777810487449156	3.6593962501310757e-08	13605.127659574468	8329.755656108597	13302.835991287182
AMACR	-1.2202695455157062	4.337408118085889e-12	10871.418439716312	5280.72850678733	13266.060838543692
ACTG1	0.22110754235137514	0.015096868151804456	59424.75177304965	76707.19004524886	13139.26081937953
ANG	-0.5487261428047184	0.0003207751770844268	23843.212765957447	18279.70588235294	13083.394173136052
RPL3	-0.2091962695082619	0.011630360211749825	61623.24822695035	58729.262443438914	12891.353644059627
UGT1A4	-0.8780941114828801	0.0020247613217454913	14598.205673758865	9198.0	12818.598440343629
G6PC	-0.5002373673018591	0.013585713675261965	25529.91489361702	20707.37104072398	12771.0174138235
ITIH3	-0.18919506416059959	0.2532216604638693	67411.0780141844	69950.4705882353	12753.843230028802
F5	-0.4269096009727502	0.0010138935941559277	29552.55319148936	25255.506787330316	12616.2686907047
HLA-C	0.31834115819887415	0.01091583737445621	39155.78014184397	53919.180995475115	12464.896400535086
GPC3	-0.4189583564539089	0.11822038344157748	29583.09929078014	24075.778280542985	12394.086657678046
ASGR1	-0.4942611017011887	4.440301280566044e-05	24875.113475177306	19461.276018099546	12294.80099118322
FMO3	-0.6496844002125995	0.0004152827591815675	18601.2695035461	13594.660633484164	12084.954620604267
MT2A	-0.5021622212692863	0.030427341944713755	23995.248226950356	20128.719457013576	12049.507149553296
HSP90B1	0.2628885370392898	0.00024379328851384562	45204.234042553195	59994.882352941175	11883.674955428472
ALAS1	-0.7782661023773522	3.0657318049325784e-10	15263.411347517731	10122.515837104072	11878.995658414873
HULC	-0.9619811227834296	1.3932595443214118e-07	12223.921985815603	7075.692307692308	11759.182196731945
SLC27A5	-0.546891142179872	0.004961040641716396	21402.744680851065	16447.262443438914	11704.97148429482
C1S	0.15776749554242686	0.21100839745350142	74126.6170212766	93391.57918552036	11694.770720479439
RPL30	-0.2923829494705515	0.00563593345964631	39550.02127659575	37050.98190045249	11563.751872474131
CLU	-0.06715786831411971	0.6078145206197928	172085.63120567377	184429.8552036199	11556.90415926281
COL3A1	1.4203752029847796	1.3878888800513844e-10	8091.90780141844	22088.50226244344	11493.545185973839
BAAT	-0.3260728396397125	0.03837028704747735	34876.02836879432	31630.552036199097	11372.125605567935
SULT2A1	-0.44979629806651167	0.03250817637338007	25115.40425531915	20944.194570135747	11296.815858486469
RARRES2	-0.2962194189410944	0.017909834215654882	37977.936170212764	35129.2850678733	11249.802184922397
UBB	-0.253778589292129	5.27578444502151e-05	44240.78723404255	42084.230769230766	11227.364573428547
AZGP1	-0.28929614692680355	0.09386808531411212	38615.97163120568	35653.8778280543	11171.451802742555
SAA2	-0.3427055198976741	0.3681360917725839	32485.27659574468	25402.719457013576	11132.883604764425
MAT1A	-0.30225548045202183	0.0448922819586772	36461.22695035461	34066.27601809955	11020.60566974964
SERPINA1	-0.012979542549022048	0.9337617043767006	846666.4113475177	928947.7963800905	10989.342710912912
CYP8B1	-0.6275645103853067	0.02098290852229601	17497.72340425532	12697.746606334842	10980.950221049012
SOD2	0.5110347603860129	8.541740765250126e-05	21272.96453900709	32799.10859728507	10871.224335891638
A2M	-0.08606883019784335	0.6784361154117072	123675.93617021276	124952.77828054299	10644.643149793355
ATF5	0.47689526180645025	0.03800337097428951	22186.382978723403	33970.343891402714	10580.58091917647
FGL1	0.20705117404322457	0.3306262651821748	50643.4609929078	67377.7737556561	10485.788056193807
LBP	0.43407441818307213	0.021343455780584338	23774.524822695035	36064.45701357466	10319.913029990354
CFHR1	-0.32270371294291245	0.08712933871410747	31834.347517730497	30200.131221719457	10273.06214308662
TMEM176B	-0.20756934477003908	0.0680744226438613	49259.60992907801	48688.180995475115	10224.784956606434
PDK4	-1.0278087921937527	4.206718595499124e-08	9931.312056737588	5378.52036199095	10207.489849934715
RPLP1	-0.21239701014796156	0.028594908045282308	47627.68794326241	46730.466063348416	10115.978519409053
SPARCL1	-0.9839907107516153	5.3540971693124505e-06	10250.659574468085	5823.746606334842	10086.553800353702
ADH6	-0.7887577371749449	2.948192531698268e-07	12666.765957446809	7961.588235294118	9991.00965392037
PAH	-0.30589601908862935	0.05680213375761593	32526.241134751774	29189.837104072398	9949.647679037389
CTSB	0.25985463545552995	0.014928738115569272	38285.56737588652	50923.466063348416	9948.682153669122
AKR1B10	0.3784177501448585	0.2527890290896921	26238.50354609929	37527.5113122172	9929.115479082786
A1BG	-0.15483216526024324	0.441468168544397	63759.354609929076	62998.357466063346	9871.99892985099
ADAM6	1.4570538007458373	4.2325976233355943e-07	6701.390070921986	18276.149321266967	9764.285873117296
ALDOA	0.7022878080830101	1.6669385174163178e-07	13828.886524822696	25721.47511312217	9711.858405746405
NOTUM	-1.2709382406908905	0.00011263493145265746	7637.31914893617	3462.289592760181	9706.560962743784
FTH1	0.11367502832891202	0.2623012787624167	85016.34042553192	105343.7963800905	9664.23490629277
CYP4A11	-0.521572067080602	0.007668190616642761	18247.297872340427	14483.515837104072	9517.280869912067
SERPINA3	-0.07320564729107357	0.727089187486579	128248.2695035461	131228.63348416288	9388.497582967142
ADH1C	-0.40836027714304246	0.11081908202736376	22782.751773049644	20586.303167420814	9303.570828123695
HMGCS2	-0.1734136216761712	0.3341142930816437	53511.12765957447	54119.63800904978	9279.558447422747
COL18A1	-0.2099497579002262	0.02032112883973045	44121.58865248227	42242.14932126697	9263.316855762021
RPL32	-0.2996312586115205	0.002830269706027694	30607.056737588653	28703.7556561086	9170.830932677907
SPARC	0.5979124135898845	4.987300634213213e-06	15260.13475177305	24660.194570135747	9124.224001139497
RPL13	-0.26871885269335455	0.016850012889797365	33628.68794326241	32553.48416289593	9036.66244169632
RPS6	-0.21522344670819565	0.036035294661858196	41583.716312056735	40030.77375565611	8949.790751616669
SDC2	-0.41407536914146903	4.701442296056794e-06	21562.936170212764	18129.778280542985	8928.680754454785
RHOB	-0.3761366058940776	0.0017130054346217946	23383.290780141844	20300.06334841629	8795.31162867683
RPS24	-0.27631576137190667	0.012826422907291931	31626.858156028367	29488.285067873305	8738.999391184274
GPAM	-0.7201773592027074	4.978063035272186e-06	12046.354609929078	7992.701357466063	8675.511850998084
PLG	-0.15019733904462776	0.4384507084637471	57439.02836879432	56430.52036199095	8627.189218301794
AADAC	-0.6016979513751519	0.00024379328851384562	14323.77304964539	10661.389140271493	8618.584899934243
RPS20	-0.22683677830486385	0.043897534695464334	37862.12056737589	37122.16742081448	8588.52144929387
COL1A2	1.333385128558712	1.3563722029726478e-10	6440.7943262411345	17289.570135746606	8588.059370715258
SORD	-0.6792571430410171	6.629801196221832e-07	12607.070921985816	9037.29411764706	8563.442976583567
ALDH3A2	-0.514453307660767	4.760789134994264e-07	16585.54609929078	13072.348416289593	8532.489050140273
C1R	0.23047715339581812	0.06735332316607522	36943.44680851064	48811.547511312216	8514.620457055355
SOD1	-0.30089269391580303	0.0016009830168596348	28208.326241134753	25808.285067873305	8487.679273550873
LOC96610	1.5054926705617668	4.974756185216709e-08	5629.04255319149	17545.719457013576	8474.482306110081
RPLP0	-0.17012545423496933	0.09809468391706788	49155.22695035461	48769.93212669683	8362.555312952085
LGALS3BP	0.565834985665729	0.0015683052049240685	14712.340425531915	23919.429864253394	8324.756933790177
RPL8	-0.12360083539753276	0.383835931621756	67077.34042553192	70759.4298642534	8290.815312840441
TAT	0.3567195590089148	0.21432852582935843	22945.77304964539	34000.66063348416	8185.206043388145
HSPA8	0.27985183110401396	0.0030129293966932496	29062.624113475176	38798.27149321267	8133.228574843699
POR	-0.2953649716282994	0.005755705128704087	27428.375886524824	25557.321266968327	8101.3814655337355
ADI1	-0.4079533695429436	0.00011402864469313442	19814.03546099291	16996.0	8083.202530555429
TMBIM6	-0.13490427932788865	0.053458508882541916	59086.10638297872	59844.755656108595	7970.968599886706
HLA-DRA	0.81664252003716	8.419699447458513e-07	9708.120567375887	19401.099547511312	7928.064044966428
SLC2A2	-0.4246108180574481	0.014347508323113487	18361.787234042553	15586.83257918552	7796.613498443616
RPL4	-0.18490872729764243	0.04637575569669009	41701.99290780142	41749.484162895926	7711.062434356872
TST	-0.4327492166730622	8.80842501930351e-06	17805.86524822695	14927.135746606335	7705.4742383563125
GRHPR	-0.4964687310677885	1.3472601597718774e-06	15509.014184397163	11995.800904977375	7699.740592239992
TUBA1B	0.49173163537028824	1.3608968303246532e-06	15575.219858156028	24737.493212669684	7658.828332102852
UGT1A6	-0.3830209225078635	0.044793721150797855	19993.936170212764	17706.212669683257	7658.095876478233
CPB2	-0.3235294448699546	0.017207113809198635	23546.326241134753	21446.470588235294	7617.9298575211715
TIMP1	0.864592593623138	9.219065002180135e-06	8674.7304964539	17940.162895927602	7500.107738910809
CYP2C8	-0.5280869814603901	0.02028971399199024	14200.127659574468	11222.696832579186	7498.902552096875
SERPINA6	-0.32894766356954014	0.01710185986970125	22710.22695035461	20214.891402714933	7470.476094453152
PCK2	-0.37885805673133033	0.007296953421082416	19714.09929078014	16873.257918552037	7468.845347513462
SDS	0.44816497038076036	0.16710313676370664	16481.04964539007	26466.162895927602	7386.229126170082
LDHA	0.3699180410787949	2.0535518493428658e-05	19876.255319148935	28569.266968325792	7352.585431641552
IGFBP1	-0.23135203359464254	0.30419948983208783	31657.7304964539	29989.47963800905	7324.080329345742
CBR1	-0.4650214598975953	0.00020089156957738712	15281.078014184397	12402.321266968325	7106.029206965075
LASS2	-0.17616039918372	0.031394203384431996	39965.886524822694	40760.0814479638	7040.406523944022
RPL37	-0.240945550668949	0.01740361703145818	29101.957446808512	28249.886877828056	7011.987162565598
ITIH4	-0.08334222764453939	0.6286864401377761	83418.90780141843	87776.09502262443	6952.317603844657
HSD17B4	-0.44471230984427196	9.817005458514855e-06	15344.014184397163	12584.669683257918	6823.671990226535
UGT1A1	-0.5155615225947364	0.02859471558663597	13223.170212765957	10190.592760180996	6817.357768422981
PROC	-0.4610137598590107	0.00016083668445960437	14760.00709219858	12022.701357466063	6804.566365120131
SEC14L2	-0.6879681555275431	0.00015111897154350846	9889.709219858156	6964.3257918552035	6803.805010689553
ATP5B	0.27671428492787903	0.0001461252627075966	24328.531914893618	32884.642533936654	6732.052312174871
RPL15	-0.2467506388294939	0.001003254596907249	27000.432624113477	25938.29411764706	6662.373998672709
RPL14	-0.38659895052030613	8.068943108630653e-05	17151.567375886523	15518.796380090498	6630.777947296051
AKR1C1	-0.17224179795142283	0.3831025151739069	38469.41134751773	40498.54298642534	6626.040576629322
MLXIPL	-0.46513392759337197	6.669805241469263e-05	14204.382978723404	11685.592760180996	6606.940443934057
SELENBP1	-0.5238531618840385	5.917728740873198e-05	12534.219858156028	9888.787330316742	6566.09070444474
MT1X	-0.7574599408937716	0.003060576428274763	8581.212765957447	6302.601809954751	6499.924914499006
RPL19	-0.15933977813886632	0.07048824463802139	40487.4609929078	40331.19457013575	6451.263052015933
ECHS1	-0.27240980369904594	0.001974901741940972	23555.49645390071	22081.97737556561	6416.748165040664
ACSL5	-0.7885394699945291	4.6813700342554114e-07	8042.148936170212	5265.914027149322	6341.551859744725
RPS19	-0.1885554186396358	0.13682690812693496	33149.283687943265	32647.80995475113	6250.477063384193
GSTO1	-0.4864890889531781	1.6246873329808332e-07	12760.659574468085	10579.144796380091	6207.921650824628
FLNA	0.9960666983747393	5.517329068387391e-09	6199.63829787234	12900.140271493212	6175.253250479291
ALDH3A1	-0.614661043213333	0.1455821242621001	10046.18439716312	7497.244343891402	6174.998181873793
CFHR2	-0.34727424596176487	0.05041224822460306	17743.468085106382	16262.868778280543	6161.849500001959
ADH4	-0.22108730269123494	0.45904802078977136	27854.872340425532	27250.868778280543	6158.358592553368
HSPA1A	-0.17421115328344833	0.24846895327227594	35003.0780141844	36114.78733031674	6097.926589321579
RPL23	-0.2737485579127048	0.00754345346996182	22260.397163120568	20597.226244343892	6093.75162196832
GNB2L1	-0.1633432670983059	0.07159736177648364	36651.9219858156	36504.25791855204	5986.844682595348
METTL7A	-0.2644595273038569	0.01184946964010687	22612.262411347518	21109.018099547513	5980.028228575736
EEF2	-0.0824120703554539	0.3281703046372006	72509.78723404255	74357.61990950226	5975.681686990908
RPL37A	-0.21279450096508037	0.058672606469247046	28033.666666666668	27527.74660633484	5965.410108554742
BSG	0.3636502991955806	0.00044243095328844325	16378.943262411347	23241.76923076923	5956.207617883326
VIM	0.5892090841039077	4.053961653164903e-06	10108.652482269503	16412.280542986424	5956.109870602707
ATP1B1	-0.34425650433082283	0.011679047123574982	17287.801418439718	15392.176470588236	5951.438083877498
PKM2	1.0524035841974937	2.1833421948884453e-07	5645.54609929078	13245.76923076923	5941.392949645797
SLC13A3	-1.2357184685837461	2.028108678239538e-05	4754.078014184397	2318.4615384615386	5874.7020032156
CHI3L1	-0.21666027622182213	0.5283541761417198	26968.340425531915	24880.87330316742	5842.968085839877
CYP3A7	-0.6478079972221934	0.018704216490399182	9016.021276595744	6710.968325791855	5840.650686104173
CYP1A1	-1.2039130907764979	0.0008975675001615531	4825.858156028369	2281.153846153846	5809.913808273085
TUBB	0.23639723507231594	0.022583659445471443	24418.82978723404	32666.868778280543	5772.543845403637
CYP2A6	0.1760685983091637	0.6434499016098767	32183.01418439716	41572.92307692308	5666.418196810741
MT1G	-0.4975786114521261	0.2022008411842637	11338.872340425532	11197.099547511312	5641.980354581856
FABP1	-0.11602669026446208	0.6527340467821355	48256.05673758865	49289.75113122172	5598.990548476507
CALR	0.09209109224611498	0.23895455394842205	60483.04964539007	71724.58371040724	5569.950104219969
ETFB	-0.2861749136645366	0.008587586631254647	19235.255319148935	18047.352941176472	5504.647530272765
ACADVL	-0.2557679757602961	0.0032269004263753716	21469.390070921985	19738.719457013576	5491.182439247916
APP	0.336039674926122	0.01967302398930353	16244.90780141844	22284.298642533937	5458.933536793476
HLF	-0.9264368006513154	1.414160177528281e-07	5827.177304964539	3423.579185520362	5398.511499239302
RPL31	-0.2386704854744991	0.011852246364846887	22577.191489361703	21573.135746606335	5388.509253416687
PTPRF	0.4322013633193084	2.8561533097082283e-05	12392.91489361702	18668.886877828056	5356.234712521438
COL4A2	0.6469563282803357	5.490367056201665e-06	8273.801418439716	13588.864253393665	5352.788186594392
CANX	0.16138118054367273	0.058501048104895474	33124.07092198582	41897.864253393665	5345.601669802413
FMO5	-0.4905652375141039	0.0006875418925949881	10854.81560283688	8936.66515837104	5324.995194377475
AFP	-0.1840396826620252	0.7073999308045426	28741.212765957447	27896.47963800905	5289.523676768556
SLC22A3	-0.42593257515860433	0.0033063032771590327	12376.63829787234	10360.574660633483	5271.613422019371
C5orf33	-0.5415625302542195	6.817005554062761e-08	9663.553191489362	7572.823529411765	5233.418317629217
APOM	-0.34774912303384936	0.04856947877563982	15033.04964539007	13599.696832579186	5227.729830708717
PGK1	0.5279568081590638	1.4018341956620366e-07	9896.099290780141	16005.742081447965	5224.712994785458
ZFAND5	-0.47885870021569804	0.00027086491899314574	10893.347517730497	8992.828054298643	5216.374233338326
ACSL1	0.261084486289517	0.10542447802311906	19904.312056737588	25057.60633484163	5196.707088279573
NTS	2.4552497283174475	4.2445883788138136e-05	2110.6524822695037	12597.031674208145	5182.178933664745
SLC13A5	-0.4454597312991814	0.03966057566103649	11606.567375886525	9559.452488687783	5170.258384568257
CABC1	-0.6159259330027473	1.7297911420459377e-10	8376.432624113475	6170.497737556561	5159.262079241743
TAGLN2	0.31783703420339654	0.002217760024582457	16228.574468085106	22872.696832579186	5158.041978285133
FURIN	0.2848473698701731	0.03781687357674977	18105.929078014186	24400.443438914026	5157.4262769282295
CLDN2	-0.9310951454939891	0.00035089319608863916	5477.45390070922	3188.108597285068	5100.030736617469
CFL1	0.25662655410623314	0.00033247226076862636	19735.751773049644	26428.733031674208	5064.717970213711
RPS14	-0.18249036712212865	0.05548446978726189	27643.09219858156	27386.64253393665	5044.598043709999
IGFBP2	-0.22215770362819937	0.3308660911706906	22686.886524822694	22954.868778280543	5040.06661282815
GSTA2	0.7687674063160183	0.008967440521095599	6535.858156028369	12736.886877828054	5024.5547226593235
DHRS2	-1.0239291908131216	0.0008938759717345539	4903.425531914893	2903.0090497737556	5020.760537106017
C1QTNF3	-1.8624569957773651	5.90977435830226e-12	2694.0921985815603	980.2081447963801	5017.63086251745
FASN	0.16444292641485475	0.3154736681805558	30399.49645390071	37375.88687782805	4998.982158417432
MTHFD1	-0.4381686092088101	0.0008607977181576947	11388.843971631206	9527.221719457013	4990.233923545787
HFE2	-0.4569097249159458	0.016582215550067742	10840.460992907801	8999.022624434388	4953.112050231544
RPL27A	-0.20220886080381892	0.06406638155301307	24327.475177304965	24435.529411764706	4919.231041836019
MT1E	-0.7132585801100164	0.012736063422704336	6896.439716312057	5345.950226244344	4918.944799871062
CD63	0.23721700576343424	0.009132999890182545	20711.702127659573	27082.45701357466	4913.167962987554
ANXA2	0.4166905369121547	0.0011993973121608233	11718.375886524822	17741.280542986424	4882.936339894474
SERPINA4	-0.42985441536116376	0.01408211617189722	11352.482269503545	9388.904977375565	4879.914628855424
HABP2	0.3700249305862691	0.05382559334602989	13086.262411347518	18932.66968325792	4842.243340392568
CCL25	-2.5086486956540193	3.017189063283526e-10	1921.822695035461	377.0316742081448	4821.177997179001
OAZ1	0.32580898263915	7.798815714269745e-05	14754.645390070922	20742.841628959275	4807.1960037404315
LRG1	0.2860454549194723	0.07448003185118862	16771.54609929078	22195.647058823528	4797.4245336745325
PTGDS	1.3766807586582552	0.0003694870718269178	3462.8652482269504	10975.615384615385	4767.259957060385
CYP1A2	-0.8588802459182125	0.03662978316963191	5540.49645390071	3388.8823529411766	4758.622956835226
ACAA1	-0.3878954358946398	0.00016445498736501431	12236.595744680852	10634.045248868779	4746.519640249474
GRN	0.35708356600864066	3.6246260764297516e-05	13271.843971631206	18745.66968325792	4739.157372900351
C4BPB	-0.3781699624373118	0.006067320585817373	12441.836879432623	10904.71040723982	4705.128985346196
PRAP1	-0.2025685173855965	0.32521934627163834	23140.41134751773	23358.927601809955	4687.5188183595
APCS	-0.13108306608380893	0.5418451909757649	35653.113475177306	36647.66063348416	4673.519429760206
STARD10	-0.3083751685186358	0.003072462561662989	15151.31914893617	13712.307692307691	4672.290595832825
EIF4G2	0.27233307219628033	0.001536416595720531	17136.156028368794	23051.42081447964	4666.742016840483
ACSM2B	-0.37430928597940855	0.04647566713586713	12455.156028368794	10739.380090497738	4662.080559740849
TSC22D1	-0.5910450036650008	2.076612541988013e-06	7880.58865248227	5714.06334841629	4657.782548988747
ATP6V0E2	-0.7128065050853208	1.0743671721981204e-07	6532.609929078014	4478.149321266968	4656.486852631765
PRG4	0.733650071393259	0.0011137165872742941	6330.936170212766	11255.58371040724	4644.691773262762
SEC61A1	0.3051825608649638	2.1018602112150846e-05	15204.09219858156	21052.443438914026	4640.023792790139
CYB5A	-0.26515160076057004	0.018976603308163822	17465.028368794327	16344.429864253394	4630.880229314583
HPX	-0.04963928795276652	0.8108326564876657	92980.85106382979	98966.48416289593	4615.503240050744
SERPINA5	-0.2032951532352609	0.23947594922982607	22638.68085106383	21834.095022624435	4602.334092661188
PON1	-0.34585293175224546	0.08057059008428712	13290.872340425532	12028.1221719457	4596.687164480999
ARG1	0.37111973742501525	0.08135447579126442	12330.446808510638	17674.47511312217	4576.072181907585
RPL27	-0.2311841052573455	0.034802054423711204	19664.35460992908	18908.529411764706	4546.0862259596115
COL4A1	0.586194504157961	3.0300316683685305e-05	7743.978723404255	12383.117647058823	4539.477767975757
SPP2	-0.9626028931242444	9.125870919550043e-05	4703.631205673759	2834.4886877828053	4527.729006771038
ATP1A1	0.21044038817611924	0.1373756137256864	21408.971631205673	27457.23076923077	4505.312300522447
RPS11	-0.12246032715841151	0.23554081913177904	36684.914893617024	38225.054298642535	4492.446679650824
COL6A2	1.1341188911621263	4.718592676890145e-11	3946.148936170213	9045.574660633483	4475.402055849966
ALAD	-0.44916852057675494	3.7407308788318296e-05	9930.702127659575	8015.41628959276	4460.558782969284
RPS10	-0.3221810077807726	0.002377228996415952	13826.304964539007	12400.760180995476	4454.572867359477
