mRNA	logFC	FDR	Sub-0	Sub-1	Delta
SPP1	1.45709558256671	3.4737546082250475e-07	18348.015873015873	56494.10982658959	26734.812877435306
GAPDH	0.2643832222250938	0.004498192354871197	97854.93121693122	134817.2543352601	25871.202025747196
ENO1	0.8088784435758484	7.507911475977978e-16	29770.0	60444.58959537572	24080.311265253007
DCXR	-0.7316999944158777	2.09832830040544e-06	31550.68253968254	21599.08092485549	23085.634238102848
SERPINF2	-0.42936111421888723	0.0008459649009952651	52438.550264550264	43696.99421965318	22515.074369610425
CLU	-0.12664936048255854	0.24115109152766442	176959.4708994709	182530.24277456646	22411.80382074992
GPX3	-0.5400608714534292	0.00032182370156524145	40670.98412698413	32800.3063583815	21964.807130487632
AOX1	-0.5909939429876565	0.0016843092508813929	36623.22222222222	27803.826589595377	21644.102506024272
PEBP1	-0.3627244737554447	3.937583308122377e-06	58478.677248677246	52692.82080924856	21211.64743094095
SEPP1	-0.19668198176317817	0.09152305623709431	103807.51851851853	101690.81502890174	20417.06846414004
FABP1	-0.3875969993173414	0.05890025291019167	51684.95767195767	45830.53179190752	20032.934503494595
ADH1C	-0.7898764426402552	0.00048562665238835825	25265.8835978836	17264.098265895955	19956.92625645907
ITIH1	-0.2947453306693386	0.03383149039413266	67702.03703703704	62376.901734104045	19954.85929346929
ORM1	-0.0996164305277045	0.5623284847849546	191408.9365079365	197925.46242774566	19067.47502602466
ADH4	-0.612059977225708	0.013394609345528795	31018.835978835978	23626.699421965317	18985.38804277432
SLC27A5	-0.8443960981124538	2.3389814099131957e-06	22424.00529100529	13956.618497109826	18934.742571777886
HLA-B	0.3191076482047411	0.017545363326372024	57467.724867724864	79937.46820809248	18338.390530216795
ASGR2	-0.6541297976264498	1.3996811338616087e-08	27765.719576719577	19893.780346820808	18162.384527672333
ALDH2	-0.4218320912593908	6.004826939715035e-05	42407.21693121693	35958.601156069366	17888.72500258588
CYP2C9	-0.8101684985581197	5.255653172803519e-05	21978.42328042328	13767.034682080925	17806.226189775352
MAT1A	-0.46505397955046357	0.0005694765410421232	38221.65079365079	31478.543352601155	17775.130806575435
P4HB	0.1718518373286347	0.012366681227919984	100724.01058201058	127398.54335260116	17309.606281627362
NNMT	-0.7602802485811032	0.0005564408369678009	22287.910052910054	14257.751445086706	16945.057795379726
HMGCS2	-0.3008809932738971	0.04976866287062641	55167.98412698413	52478.38150289017	16598.997861045573
ITIH2	-0.16581108473968226	0.2195235174748616	99406.62962962964	102795.81502890174	16482.72108920473
SERPINF1	-0.4233440338878734	7.364397522525771e-05	38827.798941798945	32420.658959537574	16437.51703100847
PLG	-0.27514678267484816	0.09235002897893206	59508.83597883598	53889.46820809248	16373.664760301968
CYP27A1	-0.5799485440245514	1.9988039531907947e-06	28088.06349206349	21370.92485549133	16289.631526691379
RARRES2	-0.41045282172133213	0.00029333092630353367	38910.70899470899	33319.867052023124	15971.010302055924
EEF1A1	0.16422739457910662	0.04073549520189673	96825.3492063492	121674.01156069365	15901.374829370898
APCS	-0.404019390036605	0.020889574820419917	39099.83068783069	33158.115606936415	15797.089745031884
B2M	0.1810153138571077	0.05977137602406982	86965.42857142857	110078.95375722543	15742.074347575022
CFH	-0.19305330279696142	0.10945536656963745	81267.3492063492	81979.97687861271	15688.930173839735
MT1G	-1.1531580981417624	0.0007650171825369013	13580.497354497355	8708.820809248555	15660.460501131405
CYP2D6	-0.7881017393755368	2.1611435098104972e-05	19811.365079365078	13219.173410404625	15613.371278451388
PLA2G2A	-0.6045152791192511	0.09559163669498195	25766.809523809523	16976.0	15576.43005129829
ACTG1	0.25634740180551646	0.0017148454865173399	60317.98412698413	80526.4739884393	15462.358513098765
CPS1	-0.2233918402624412	0.34376563213108546	68644.83068783069	64798.10404624278	15334.695051858194
HLA-A	0.3066508283758146	0.0042028188016892554	49691.70899470899	70318.2774566474	15238.00372663743
SULT2A1	-0.5947866024327887	0.0019081652720926337	25493.915343915345	19373.34682080925	15163.439290116548
AZGP1	-0.36883706749979733	0.01714633548088839	39325.31746031746	34057.07514450867	14504.63477056207
TMEM176B	-0.28637068658585213	0.004813195836678206	50457.793650793654	47220.63583815029	14449.633011385029
AKR1B10	0.610975768036521	0.03019815875023261	23632.698412698413	43506.526011560694	14439.006063473884
CYP8B1	-0.8066581980854994	0.0012953630113542282	17819.174603174604	11014.78034682081	14373.98327676772
CHI3L1	-0.4957370850202787	0.08294038760888744	28664.724867724868	22448.416184971098	14210.16714883422
ANG	-0.6041135515302112	2.5845408839944027e-05	23390.25396825397	17230.92485549133	14130.36939595552
CP	0.2911300289976722	0.05277206255255044	48505.2328042328	67622.7225433526	14121.329832835136
FMO3	-0.7443030603768237	1.7887546078766346e-05	18444.804232804232	12376.479768786126	13728.524238527581
CFHR1	-0.41672901949131425	0.013846537858328909	32775.07407407407	28718.976878612717	13658.324482644082
BAAT	-0.3895808585603133	0.006474630245427003	35005.86772486773	30588.22543352601	13637.61600290273
HSP90B1	0.2972590223539365	5.559226270755451e-06	45756.9417989418	63494.82080924856	13601.66378505941
ASGR1	-0.5541206218142566	1.1910673699702335e-06	24266.026455026455	18624.58959537572	13446.305668220459
COL1A1	0.8726967675822921	2.4151746181042525e-05	15261.539682539682	29137.341040462426	13318.696349281261
CYP4A11	-0.7126740257488733	7.50401444968371e-05	18628.26455026455	13023.028901734104	13275.880289752062
HSP90AB1	0.32049335621848685	8.083700319746658e-05	41396.613756613755	58695.670520231215	13267.339678937526
G6PC	-0.5243262261188497	0.005234399376563435	25045.20105820106	19898.86705202312	13131.855753234382
ADH1A	-0.5219638705368688	0.002487100385903899	24676.634920634922	19401.37572254335	12880.311874999861
F2	-0.21364373913437262	0.10306837101619577	60021.49206349206	58697.4161849711	12823.215992868516
SERPING1	-0.12512645711858	0.23417602132222046	101900.94708994709	104039.30635838151	12750.504486392954
AFP	-0.4371430809662837	0.27270736003496704	28705.137566137568	27701.514450867053	12548.252275222387
TUBB	0.5557588847676277	3.496347055321973e-10	22164.00529100529	37418.705202312136	12317.8428625129
PSAP	0.23839946619795777	0.0004821464085010708	51610.82010582011	68811.90173410405	12303.99196326634
CES2	-0.4075310965937643	0.0046103697572165885	30043.14814814815	26422.745664739883	12243.517109943734
GLUD1	-0.48655298586702816	2.780759868413978e-05	24654.227513227514	20146.05202312139	11995.588010805883
CYP3A5	-0.9244166202904507	1.0678850772479424e-07	12744.153439153439	7806.670520231214	11780.907250685146
CYP2C8	-0.7824233618428272	0.00016729476674599592	14844.677248677248	9692.42774566474	11614.822278381784
HLA-C	0.2795532148973088	0.014210605628434817	41426.3544973545	55534.815028901736	11580.870581211037
TUBA1B	0.813933358118973	2.079343593856803e-20	14199.20634920635	28782.901734104045	11557.207706433768
CTSB	0.29150003392506796	0.002404472773276124	39020.59788359788	53626.92485549133	11374.505606845218
COL18A1	-0.25312260045300217	0.002070756512151304	44663.444444444445	41128.71676300578	11305.327202965971
RPL13	-0.3301886825130878	0.0012620926064156627	34153.01058201058	31682.34682080925	11276.93756792962
CANX	0.35575524037936074	1.1486298635118655e-06	31490.41798941799	46116.953757225434	11202.881221471944
DHCR24	0.20181717605881053	0.019232623098079635	55396.798941798945	72987.56647398844	11180.025525131567
ATP1A1	0.5810045356868166	1.030613036762421e-06	19113.8835978836	31642.71098265896	11105.253064960221
ADI1	-0.5426316318695209	2.9332609230220312e-08	20218.132275132277	15772.64739884393	10970.998109808857
FASN	0.38316880454650554	0.005017864781101666	28323.989417989418	41578.99421965318	10852.869165278878
ATF5	0.46230837607427855	0.02457626349396017	23400.0	35914.02312138728	10818.016000138117
AGXT	-0.2138974424036533	0.22457777682453148	50572.39682539683	49084.43352601156	10817.306337175016
COL3A1	0.9262363665473184	6.825104663148688e-06	11540.587301587302	22204.317919075143	10689.311650044345
MT1X	-1.1633927012783165	1.0852628941559202e-06	9005.984126984127	5206.329479768786	10477.496201161704
ECHS1	-0.42846168796884565	7.490940403850813e-08	24450.164021164022	20695.728323699423	10475.958547623075
RPL8	-0.15202778647540982	0.21614225181283903	68192.85714285714	70562.3641618497	10367.209124862411
IGFBP2	-0.41931283101601113	0.031536463350064416	24601.026455026455	20938.05202312139	10315.526048756927
HSD11B1	-0.6367115950961609	0.012476941425615909	16149.0582010582	12159.936416184972	10282.292606496505
REG1A	-1.4006404736489004	0.011875818255810114	7328.5661375661375	2364.78612716763	10264.686346087929
PAH	-0.32100595227408446	0.028039634624331965	31841.243386243386	29012.47976878613	10221.228654791952
CTSD	0.1343910162190229	0.13823488405731493	75936.44444444444	93781.39306358382	10205.175936948264
PCK1	-0.3101532336728061	0.17832749552742763	32892.7037037037	29314.16184971098	10201.778417945188
ALDOA	0.667041319576477	7.90382342970789e-08	15050.137566137566	27686.953757225434	10039.063621923911
HPR	-0.5185324950195931	0.0054675042175787916	19262.42328042328	15006.92485549133	9988.19240372138
GATM	-0.23260414800024845	0.10525773753534912	42813.21164021164	41906.65895953757	9958.530616725748
SERPINA6	-0.43127605078105724	0.0005910094366169653	22831.624338624337	19389.91907514451	9846.732777678571
MYH9	0.36073328805026567	1.1191200106673195e-05	27146.962962962964	39362.50289017341	9792.813210208413
RPS20	-0.2577043553387847	0.011508784113842539	37964.68253968254	36804.815028901736	9783.664039530504
SOD1	-0.3460329655439824	8.695879963525435e-05	28213.05291005291	25137.21387283237	9762.646365514891
ASS1	-0.2596687146446712	0.07624670792787479	37552.87301587302	33784.31791907515	9751.306267246302
GC	0.09064998343847497	0.47923303476538165	107142.74074074074	126112.25433526012	9712.487673700965
SPARCL1	-1.022648105443159	1.0287506585313268e-06	9468.0582010582	5450.450867052024	9682.491781537734
ALDH1L1	-0.35275207984868934	0.08838665988171032	27123.693121693123	24530.65317919075	9567.939161854838
RPS18	-0.2247457774366561	0.01920658418931429	42507.05291005291	41064.17919075144	9553.280652810916
LOC96610	1.3723577149563195	4.2992391674975814e-08	6926.269841269841	19434.878612716762	9505.31985253595
ETFB	-0.4735743165959603	1.2781507713509786e-06	20065.06349206349	16811.20809248555	9502.29873070852
IGFBP4	-0.23328761130124967	0.016630322869766057	40024.40211640212	38735.653179190755	9337.197163496132
ALAS1	-0.6642222958003678	5.290790881459512e-08	14015.05291005291	10059.953757225434	9309.11061967897
SILV	-3.8586126696943714	1.7343667547875854e-41	2385.5555555555557	252.48554913294797	9204.934890926463
ADAM6	0.9902234718994648	0.0001681611006545714	9247.222222222223	18706.35838150289	9156.816494314773
HLA-DRA	0.8949507219784738	3.1555083408842466e-09	10209.492063492064	21542.739884393064	9136.99229325572
RPL30	-0.23614504496186942	0.016937088781461752	38377.82010582011	37638.21965317919	9062.732054427426
HULC	-0.8278173883213381	3.83120760351777e-06	10920.338624338625	7071.42774566474	9040.046199584634
PDK4	-0.9937073786577345	6.237407929268937e-08	9089.708994708995	5034.757225433526	9032.510897893906
AMACR	-0.9701574378698761	4.378777730703072e-08	9278.888888888889	5469.369942196532	9001.983070723705
ORM2	-0.17687531156708902	0.25670810545979394	50784.10052910053	50530.67630057804	8982.453603739026
RHOB	-0.38868968618335703	0.0005136087792447124	23012.492063492064	19849.693641618498	8944.718318455725
SLC13A5	-0.73106675654104	0.0001811658353227357	12208.666666666666	8333.682080924855	8925.35034169071
FTCD	-0.6357685082059918	0.00013781445525914328	13907.661375661375	9885.462427745664	8842.053125438324
ADH6	-0.7562822046401692	4.0929741058382897e-07	11689.465608465609	7723.791907514451	8840.534821435807
IGFBP1	-0.2706906163805257	0.17097013632931624	31903.343915343914	29258.28323699422	8635.935829044338
UBB	-0.19718156550253277	0.0009994448441581058	43211.70899470899	42610.132947976876	8520.552427616596
HSPA8	0.28481368836668325	0.0009267069843031323	29894.830687830687	40590.31791907515	8514.456991298568
TST	-0.4837007899758803	1.3951128705203172e-07	17549.619047619046	14408.35838150289	8488.764597109088
CALR	0.14052302076345147	0.03676865167019842	60022.62433862434	75346.63005780347	8434.560486213355
PCK2	-0.4306820692667903	0.0009358152891831118	19565.820105820105	16247.040462427745	8426.647890076372
LDHA	0.40932485719888256	2.770376791207142e-07	20235.31746031746	30588.93063583815	8282.818429818499
MT1E	-1.1278604866286008	2.0181676883213117e-05	7331.645502645502	4440.300578034682	8269.073264402148
MT1B	-5.292143720552992	3.705827751944178e-05	1558.111111111111	61.08670520231214	8245.747932590511
MYL9	-1.3955850746938954	2.8702179550980012e-12	5887.375661375661	2921.456647398844	8216.333602131974
SOD2	0.3439984862627866	0.00475516580348297	23637.68783068783	33413.687861271676	8131.328832508906
COL1A2	0.9212702958347853	1.8990545136387416e-06	8808.396825396825	17713.06358381503	8114.914349163516
SERPIND1	-0.19777135872385423	0.1625166971471352	41005.862433862436	40758.94219653179	8109.785129188426
GAMT	-0.5479146337052544	3.768592373543168e-07	14791.142857142857	11487.104046242775	8104.2836206535185
CFHR2	-0.44519317326442115	0.005553084711876951	18136.957671957673	15422.184971098266	8074.449739341325
HGD	-0.472212562530185	0.0008399803568529197	17018.830687830687	13957.254335260115	8036.50565036788
CPB2	-0.3394513626565606	0.00656262980155083	23331.67195767196	21098.35838150289	7919.96783908761
ACADVL	-0.3652635778863092	3.7678190031128864e-06	21660.9417989418	19049.26589595376	7911.953101868588
C4A	0.035095550009336424	0.7787514079582354	224832.3650793651	262067.73410404625	7890.615512360242
ALDH4A1	-0.43419804025319797	2.5820063375527696e-05	18030.761904761905	15125.08092485549	7828.921483319638
GRHPR	-0.518164224913092	1.202801626576706e-07	14961.873015873016	11618.78034682081	7752.707334517948
UBD	0.37389148534320604	0.04039352968552037	20497.12169312169	30643.878612716762	7663.69927510172
PTPRF	0.6249440177173659	1.1222505883044168e-11	12108.306878306877	20721.127167630057	7567.013948283916
GSTO1	-0.5885426580405134	1.6985534079425732e-11	12742.867724867725	9993.306358381504	7499.72124185232
AKR1C3	0.4626075804046969	2.939952373617342e-05	16163.9417989418	26066.687861271676	7477.562005410809
F5	-0.2705846216070034	0.029702836236205312	27524.88888888889	26278.456647398845	7447.811644774813
EIF4G2	0.45029763535392187	2.9684513670274662e-09	16431.037037037036	25462.982658959536	7398.857124190488
F12	-0.3210842352099435	0.04149765631895997	22945.661375661377	19802.06358381503	7367.490134190573
RPS19	-0.21956804167074032	0.051827140973444916	33414.71957671957	32218.687861271676	7336.804540437265
HSP90AA1	0.24082028817900444	0.0017612133458585486	29556.185185185186	39687.456647398845	7117.729033768318
UGT1A4	-0.5620870646923137	0.040375466748363856	12596.407407407407	9886.612716763006	7080.277665298147
RPLP1	-0.15232771956706112	0.09165853802272998	46462.94708994709	47753.988439306355	7077.594774576659
SLC22A3	-0.5600357689510184	2.772299263559426e-05	12587.095238095239	9571.283236994219	7049.223560526369
HSD17B6	-0.35826003987815697	0.03875995835981752	19651.915343915345	17111.236994219653	7040.495974793276
GRN	0.55039872460106	6.499702579394411e-13	12785.613756613757	20795.618497109826	7037.185504881979
SLC2A2	-0.3924382476295744	0.014862455081974143	17779.010582010582	15453.578034682081	6977.163757391892
C4BPB	-0.5442481751634977	1.4967895812450251e-05	12799.862433862434	10087.086705202311	6966.301771973435
UGT1A1	-0.5419040951695356	0.012616668793894609	12822.857142857143	9786.520231213874	6948.758797488217
SEC14L2	-0.7234701032882114	2.7349754745531103e-05	9594.698412698413	6474.953757225434	6941.477451654159
HPN	-0.3338676080549588	0.0006932579178675125	20725.931216931218	18127.005780346823	6919.717080108427
PON1	-0.4986458090169335	0.004862997181259656	13774.121693121693	11149.820809248555	6868.408055164361
PKM2	1.151013694971523	4.2741660329990766e-10	5925.486772486773	15048.670520231213	6820.316424504885
UGT1A6	-0.3496403623649814	0.04647325325488337	19420.507936507936	17697.93063583815	6790.193432232632
CYP1A2	-1.2074937853364645	0.001506404266818155	5618.650793650793	2706.5202312138726	6784.4859153091265
HNRNPA2B1	0.37244608074150215	2.168219938087503e-10	17997.031746031746	26786.763005780347	6702.923938789917
NTS	2.583652759444785	9.000992229962117e-07	2582.4550264550267	14991.109826589596	6672.167055242585
HRSP12	-0.5024579877811219	5.500253843016985e-05	13240.042328042327	10255.236994219653	6652.5650262850295
SORD	-0.5660204997855799	2.0607871065613588e-05	11721.962962962964	9013.803468208092	6634.871334764353
MTHFD1	-0.5732572215828166	2.4337161208247845e-06	11528.137566137566	8858.526011560694	6608.588111188515
AADAC	-0.4990462503951853	0.0014568872552415397	13198.20634920635	10874.901734104047	6586.515390513357
RPS24	-0.2153840648634886	0.037794860237562504	30567.227513227514	30052.554913294796	6583.693713406008
TAGLN2	0.40065583106117386	1.8514233120796815e-05	16401.835978835978	24526.86705202312	6571.491225029591
PGK1	0.6612292745860908	2.8851895920117693e-13	9932.296296296296	17661.35838150289	6567.525074974116
CFL1	0.3325272986176419	2.6038041580125985e-07	19627.68253968254	28403.809248554913	6526.740253045293
ANXA2	0.5578655031745546	1.296034052644818e-06	11596.825396825398	19545.167630057804	6469.468835227454
ACAA1	-0.5182571153797443	5.117741335917392e-08	12423.391534391534	9985.335260115608	6438.511059846892
HAMP	-1.9238474944938189	3.020758717957671e-09	3340.26455026455	866.4393063583815	6426.159585972977
RPL3	-0.1095463430688045	0.16528738851744018	58637.275132275136	61188.439306358385	6423.49905826009
APP	0.3853356534684156	0.002826155442820044	16642.021164021164	23526.127167630057	6412.764100273297
UGT2B4	0.17281086073344173	0.30593984976115424	36862.45502645503	48167.58959537572	6370.232581869479
RPL37A	-0.22542757851536785	0.02723568484846346	28077.777777777777	27339.184971098264	6329.50545453705
FLNA	0.9083767072887124	8.891496528634052e-09	6961.6349206349205	13926.768786127168	6323.787006552466
FBP1	-0.5101891323263892	0.0023545785846636903	12385.492063492064	9497.578034682081	6318.943449308395
MYH4	-1.6772796274567445	0.001653678190378495	3764.5343915343915	1245.9768786127167	6314.176841780906
TMEM176A	-0.20773766260973384	0.06477635410003876	30201.243386243386	30509.7225433526	6273.935708965884
SPARC	0.357265905265927	0.003989064661275859	17536.820105820105	24781.057803468208	6265.307910591529
LGALS4	0.5715714811859592	0.008843761467015888	10935.513227513227	18328.07514450867	6250.427492978385
POR	-0.23405162840196198	0.019619640064064747	26700.021164021164	25833.901734104045	6249.183431806002
SERF2	-0.2590395031576735	0.0016790695093811495	24032.42328042328	23565.757225433525	6225.346986235752
ACSM2A	-0.5194552754617775	0.0031224907342254672	11920.719576719577	9255.225433526011	6192.280671427472
ALDH1A1	-0.11921971180564477	0.3974008400413066	51652.59788359788	55516.94797687861	6158.007833695397
YWHAZ	0.47938753159564307	4.330406322108018e-07	12812.343915343916	20422.248554913294	6142.077923531177
PDIA6	0.4167484717366598	4.510017800763172e-11	14507.650793650793	21931.20231213873	6046.0412967431075
RPN2	0.4206643746705996	5.321182514958944e-14	14280.121693121693	21936.190751445087	6007.1384622571
TMBIM6	-0.10287773161212176	0.10971987288164031	58247.9417989418	60970.93063583815	5992.416123350023
HSPA5	0.15330835951732125	0.03729319144857656	38811.16402116402	49209.93641618497	5950.075887042337
FADS2	0.81856517198045	6.5506176781645704e-06	7233.89417989418	14581.971098265896	5921.4138334534555
HFE2	-0.5464778767427122	0.0018215632683191822	10780.703703703704	8553.387283236994	5891.4160697922935
ACSM2B	-0.47116342142344614	0.005703545955167041	12476.497354497355	10240.011560693642	5878.469180925548
ITGB1	0.3614793049547506	6.157454376418257e-05	16254.973544973545	23356.768786127166	5875.836539094896
GSTA2	0.8675902778460495	0.0009218331928261877	6747.825396825397	14225.832369942196	5854.347710888375
ZFAND5	-0.5389614758924226	1.2489054186604936e-05	10771.83597883598	8598.265895953757	5805.604617224538
IL32	-0.19583895057797032	0.19661121524623779	29619.00529100529	30313.29479768786	5800.554913353827
APLP2	0.2525663519926471	0.0009477427790007622	22943.291005291005	30765.77456647399	5794.703311912062
PDIA4	0.33662651999561394	1.155150948778902e-05	17048.915343915345	24262.13294797688	5739.117041922048
CLTC	0.44521958774167303	9.431207063266334e-11	12885.465608465609	19851.312138728324	5736.861686060564
C8G	-0.4983627640666166	7.180927993305006e-05	11505.126984126984	8980.895953757225	5733.72688474694
CYB5A	-0.3249428462128033	0.0015829241208384886	17593.8835978836	15892.739884393064	5717.006612233053
NDRG1	0.644442126219514	2.4313269208491913e-05	8822.783068783068	16256.658959537572	5685.77308002009
RPL32	-0.19487194346424536	0.041140486313006354	29169.9417989418	29745.699421965317	5684.403249098714
LYZ	0.2690038648682577	0.2595858178914943	21091.486772486773	28657.173410404623	5673.691457616677
TM4SF5	-0.5960022795120846	0.0003546752892505351	9518.994708994709	7035.705202312139	5673.342545224319
CES1	-0.046769580167757806	0.8031791415611319	121241.69312169313	139951.28901734104	5670.4230861297165
HSPA1A	0.18173547575835894	0.173798843998551	31149.645502645504	40633.05780346821	5660.995645127507
TFR2	-0.18632212810752807	0.1636535927395061	30307.52380952381	30378.820809248555	5646.962333860052
LBP	0.20685814462080795	0.24133347620552326	27074.78835978836	35868.89017341041	5600.640486106869
TAT	-0.1846048342510265	0.4828911215036093	30286.306878306877	29048.485549132947	5590.998661345565
PRAP1	-0.23562644219903364	0.1905741880047029	23569.359788359787	22950.93641618497	5553.564391840185
PRDX1	0.3221780074617101	0.00010965277056648334	17150.624338624337	25071.179190751445	5525.553976142299
UQCRQ	-0.3981334899504354	1.7252464094949327e-05	13730.10582010582	12016.156069364162	5466.414947547515
AHNAK	0.32353707804132104	0.0008076879691473172	16635.820105820105	23489.450867052023	5382.304627858097
GPAM	-0.5028420327992617	0.0011078177483150656	10540.185185185184	8513.456647398843	5300.04814459918
ASPH	0.7613013517418964	9.584067184862257e-09	6934.656084656084	14028.312138728324	5279.3630511138435
GOT2	-0.41611897861429736	3.7956126483847197e-06	12680.719576719577	10817.734104046243	5276.688078358876
SEC61A1	0.3404812530298736	2.309536270907044e-07	15494.883597883598	22357.42196531792	5275.717382959443
FTH1	0.05916927853229774	0.5248218306389442	88649.44973544973	107014.66473988439	5245.323983131753
TKT	0.472055758860651	0.0003322549935182435	11083.179894179893	18663.745664739883	5231.878895536199
HSD17B4	-0.36135708560156937	0.00019054209142902365	14381.767195767196	12870.312138728324	5196.953479662689
APOA5	-0.4561847914826526	0.014453116572827702	11387.42328042328	9140.739884393064	5194.7693147045975
SERPINA5	-0.22786777966415678	0.13643153834025715	22581.920634920636	21672.86705202312	5145.692115631571
PTMA	0.30182563863766326	1.759876432609284e-05	16999.920634920636	24155.13294797688	5131.0119024245105
ACSL4	0.45522112105862883	0.02667960753988077	11251.777777777777	17797.098265895955	5122.046893902568
SDC2	-0.2566712873671746	0.0036468640327194306	19910.571428571428	18982.41040462428	5110.472000787513
GANAB	0.3290417626110537	1.282323151822832e-08	15424.137566137566	21960.71676300578	5075.185411517273
PEG10	-0.4674436689302275	0.17458938570558488	10726.10052910053	9231.156069364162	5013.847784637206
DPYS	-0.46189908888102194	0.007329347147134705	10833.534391534391	8867.751445086706	5003.999664810952
GOT1	-0.3632661608000519	0.0025789970789454287	13769.433862433862	12254.040462427745	5001.969375596579
