mRNA	logFC	FDR	Sub-0	Sub-1	Delta
APOB	-0.26315321925246443	0.027250107466829283	218345.16149068324	204266.66666666666	57458.23215447252
HPD	-0.8382418755136539	0.0005691663369773908	68045.04968944099	41998.611940298506	57038.210071096786
CRP	1.070389588196298	0.0003637966516801747	53032.96894409938	123841.42786069652	56765.937788901596
FN1	0.32977715085190984	0.0009207535130651132	166302.44099378883	227426.407960199	54842.745170649534
APOC2	-0.38713553749407364	0.004881842576178156	135552.47204968944	118337.40796019901	52477.17912560692
SCD	-0.49407694737710073	0.004400387967909532	102799.36645962733	77971.32835820895	50790.79717267259
ITIH2	-0.438547840400515	0.0007227126841657374	112632.73913043478	91729.64179104478	49394.84450404675
ORM1	0.24715266407552866	0.1402392440987368	162929.03105590062	219829.9502487562	40268.34408071038
REG3A	-1.2309240166390905	0.04155075790080898	32712.372670807454	13999.134328358208	40266.44516174512
TTR	-0.40017156260877157	0.03532096540352043	97187.13043478261	82906.76119402985	38891.52585154946
KNG1	-0.35771595544137913	0.020341026035738775	104494.47826086957	91408.17910447762	37379.342129435376
B2M	0.5114521044170456	2.578644016388843e-08	72907.65217391304	118119.36815920398	37288.772132453814
CD74	1.0188971904148152	1.1487376179190474e-13	36143.54037267081	84191.77611940299	36826.55173735873
CFB	-0.2158169134170864	0.07544446329426888	168234.52173913043	163048.5024875622	36307.85521193885
AQP9	-1.2054242443087022	6.4073650081169435e-09	29603.267080745343	14572.129353233831	35684.49584987613
A1BG	-0.48904517188278146	0.0034402976659737945	71860.30434782608	56433.81592039801	35142.93489133159
FTL	-0.07303348312243661	0.5814859508788969	464811.2173913043	495509.9104477612	33946.78220046704
DCXR	-0.9199222831794513	8.568596865100634e-10	34650.98757763975	20502.044776119405	31876.21560684517
ITIH3	-0.4147233820820904	0.003825538661127032	74806.82608695653	64279.18905472637	31024.139917609362
ITIH1	-0.4209141232413477	0.002335672890011708	72215.57763975156	59503.388059701494	30396.5565466035
TPT1	-0.2941671633902212	2.1692181578396065e-05	98143.90683229813	88381.4776119403	28870.71467689129
ACTB	0.2923344142343284	4.0892349618810716e-05	98309.96894409938	137591.23383084577	28739.387184668307
FABP1	-0.49971869019378057	0.015201097412262615	56019.683229813665	43173.980099502485	27994.08272867298
SQSTM1	0.49912675163912235	0.00020050620712718962	53738.931677018634	85848.94527363183	26822.538404507046
SERPINF2	-0.4882947557983769	0.00015100318853614013	54745.27950310559	43067.0447761194	26731.83288608283
HLA-B	0.5305460982966805	7.804916309334308e-05	50159.74534161491	82661.00995024876	26612.057182548888
PEBP1	-0.418246473061533	7.341722399537568e-08	61004.223602484475	51475.86069651741	25514.80136359626
SPP1	1.75730383499286	2.519416160074558e-09	14400.459627329192	54342.199004975126	25305.98292876544
GAPDH	0.2464989685534662	0.010217321446576449	97419.27329192546	130017.23383084577	24013.750383687864
CYP2D6	-1.063422996923418	3.723197727713208e-09	22441.378881987577	12030.860696517413	23864.67838577713
SEPP1	-0.22474567281477362	0.057291273917391874	105985.70807453417	100240.96019900497	23819.829269961367
ENO1	0.776374036257731	3.5398915865279e-14	29171.018633540374	56651.293532338306	22647.621478271223
F2	-0.32710174911933365	0.012108834065864557	64054.242236024846	55651.651741293535	20952.254673917225
RARRES2	-0.5059911931029382	6.75663417881829e-06	41028.25465838509	32402.54726368159	20759.935525527453
CES2	-0.6105902428235553	1.5889978348432805e-05	32987.59627329193	24568.592039800995	20141.904418674727
HLA-A	0.42262537725953514	8.830645727205589e-05	46125.490683229815	70301.44776119402	19493.802901281175
GATM	-0.41648813290373987	0.00321374927563892	46684.08074534161	38932.39800995025	19443.36562595476
GC	0.1893717785063112	0.1342434824283678	102661.88819875776	127058.87562189055	19441.264353014838
CYP27A1	-0.6530947854820696	5.846484881991555e-08	29670.850931677018	21038.8407960199	19377.878024294067
AOX1	-0.5257937743147829	0.0059635386267576345	36770.242236024846	28914.6368159204	19333.564447748347
C4BPA	-0.35127739814442765	0.04125382668305397	55004.62111801242	47581.83084577115	19321.880192255445
CYP2C9	-0.8382824229663134	2.7372096621249892e-05	22958.459627329194	14125.905472636816	19245.673163971802
TMEM176B	-0.361913238361827	0.00036128726111550846	52770.42236024845	45819.17910447761	19098.314446118882
SERPIND1	-0.4138071762515725	0.0027428580484211416	45428.68944099379	37250.67661691542	18798.717698387267
CP	0.41158543057470726	0.006848279893883562	45594.701863354036	67290.9104477612	18766.114998353976
ALDH2	-0.42743412628347555	5.373668445781787e-05	43670.96273291925	35844.661691542286	18666.459799703563
GLUD1	-0.6782248511351253	1.65503293116308e-09	27471.024844720498	18517.81592039801	18631.53173583989
ALDH1A1	-0.3318214971989345	0.014285468592556543	56015.65217391304	51483.845771144275	18587.197570922574
ACTG1	0.317126062659198	0.0001238776720211847	57987.801242236026	79577.82587064676	18389.443090214463
CES1	-0.14079966708851696	0.44502601470302505	129662.52173913043	130599.93532338309	18256.43989472716
CTSD	0.25205279366961575	0.0050390763834898605	72174.27329192546	94309.00995024876	18191.72721430415
HP	0.03236696250034591	0.8865527325797419	551907.9565217391	634183.6368159204	17863.58413238167
PSAP	0.36137804171451937	7.675902776633254e-08	49049.583850931675	68467.26865671642	17725.442558961804
FGL1	0.37313566072814264	0.04375713899736922	47393.04347826087	71646.44776119402	17684.03459217846
ASGR2	-0.6162588255727337	9.082422233650925e-08	28193.130434782608	20648.014925373136	17374.265450958024
RPS18	-0.3796185670201882	5.5071716280527385e-05	45749.71428571428	38667.82089552239	17367.44097872589
CYP3A5	-1.1984849356908804	7.261656534399235e-13	14320.149068322982	7232.114427860696	17162.482935232892
C4A	0.07617340109219686	0.5435344821885828	220679.9192546584	260206.80597014926	16809.940002378713
SLC27A5	-0.736465670368801	4.296223996508352e-05	22524.950310559005	15055.298507462687	16588.852630489768
ASGR1	-0.6375712658742315	1.3405874942584877e-08	25759.416149068322	18214.26368159204	16423.46356234261
MAT1A	-0.4256650938844973	0.0019160460001424436	38562.08074534161	32145.199004975126	16414.531720847404
F5	-0.5319121392009257	1.0634165887964996e-05	30617.993788819876	23974.52736318408	16286.082574251837
SERPINF1	-0.41174546748267143	0.00013663159383832827	39432.11801242236	32829.13930348259	16235.995864856714
AZGP1	-0.39328844961519555	0.01208727552254248	40456.701863354036	33884.7263681592	15911.1535523827
ITIH4	-0.18064716901714034	0.2124243295123305	87800.36645962733	84700.11940298507	15860.887639599157
AGXT	-0.29822496256546227	0.09129968141016045	53183.67080745342	47200.09452736318	15860.698235646663
COL1A1	1.6233427074905165	2.1171825031681653e-15	9681.832298136645	31673.71144278607	15716.931856326271
BAAT	-0.4353781739035187	0.002519870395878919	36091.07453416149	30334.373134328358	15713.266124899015
FTH1	0.18508927483326046	0.03811061303825432	83746.00621118012	108383.96019900497	15500.487559809055
G6PC	-0.5890357217610934	0.001781885079656472	26090.2049689441	19778.726368159205	15368.062714776854
SAA1	0.5705662220742319	0.06749925367947462	26501.832298136647	44835.517412935325	15121.050332392686
ANG	-0.610247673568027	2.2215907551116465e-05	24178.757763975154	17457.353233830847	14755.030675230708
AGT	-0.11601149344023855	0.2856331416209841	126578.91925465838	127824.66666666667	14684.609460784286
HSD11B1	-0.8225008772662619	0.0011894601165034183	17803.906832298137	11390.109452736318	14643.72898833201
FMO3	-0.7627961343853027	1.05124489254528e-05	19124.956521739132	12677.019900497513	14588.442905069594
HLA-C	0.37366867522431774	0.0011878573026126054	38957.298136645964	55547.159203980096	14557.121985039279
CYP2A6	-0.3468995916678595	0.2762416552247056	41490.85093167702	35051.71144278607	14393.159246150786
HMGCS2	-0.25726076841723955	0.10439929614296971	55933.09937888199	52240.199004975126	14389.392126169005
RPL30	-0.3546134693448103	0.00029156440259645337	40380.85093167702	36136.83084577115	14319.593643977603
LBP	0.6496479908785222	0.00014631262417720775	21755.75155279503	38904.3631840796	14133.580286325581
SULT2A1	-0.5342345925681515	0.006056323665037079	25807.130434782608	19975.079601990048	13787.06181317923
AKR1B10	0.5579386957309861	0.05725942312396135	24539.024844720498	40012.069651741294	13691.271516373617
ALDH1L1	-0.4693797918702227	0.023750364716959998	29099.16149068323	23309.532338308458	13658.558364094893
HSP90B1	0.3010810874368969	6.066660486424848e-06	45359.86335403727	61341.930348258706	13656.996984622589
HULC	-1.0916238192192078	3.170587992148917e-10	12351.347826086956	6461.363184079602	13483.025486417902
SOD2	0.6700224653948618	1.9310255254411376e-08	20013.869565217392	34954.517412935325	13409.742228178147
P4HB	0.1267965271499944	0.07782784857132609	102071.24223602485	122603.56218905473	12942.279037413778
HSPA8	0.4672952848127603	3.257281275551379e-08	27270.7950310559	41202.23880597015	12743.513931107675
CTSB	0.32798265505811275	0.0007999431230846791	37989.39751552795	52418.199004975126	12459.863461200928
RPS24	-0.37809392088875804	0.00020236411262427884	32874.96894409938	28275.761194029852	12429.825907170689
COL3A1	1.7273282965879133	1.7767775527968023e-17	7180.801242236025	24210.990049751243	12403.601177887926
RPL13	-0.35622830572890546	0.0005578568290519757	34779.46583850931	31524.731343283584	12389.43018980852
ADH1C	-0.5193172103813296	0.02615682014687627	23814.875776397515	19541.02487562189	12367.474853776659
RPLP0	-0.2440263878990187	0.008425406249740206	50640.024844720494	47542.27860696518	12357.502345973708
CYP8B1	-0.6965533884075349	0.006127180898466165	17727.683229813665	12035.940298507463	12348.277822342141
H19	-0.08102751734577182	0.8256503336192859	151008.9440993789	173496.2487562189	12235.87983737911
RPLP1	-0.2526178175782412	0.00472798557929527	48246.068322981366	46145.87064676617	12187.816486482268
AFP	-0.3825684916377695	0.3528114228897321	31619.745341614907	25506.73631840796	12096.718281312003
PCK2	-0.5643182365456524	1.1758234651223507e-05	21074.85714285714	15500.626865671642	11892.926218308688
RPS20	-0.30407819376448875	0.0030571845122808906	38989.32919254658	36145.651741293535	11855.804796958617
ALAS1	-0.7846726643162732	3.943158399286966e-11	15017.683229813665	9807.810945273632	11783.965511795705
RPS19	-0.3365324972134699	0.0026894882954259405	34967.90683229814	31141.2039800995	11767.83700860125
C1S	0.1549929958680697	0.1784118078880745	75568.31677018634	94153.69651741293	11712.559808918473
UGT1A4	-0.819897289189303	0.002574352131903831	14073.590062111802	9080.880597014926	11538.89834108698
AMACR	-1.1303717821930241	5.25604615881419e-11	10206.39751552795	5257.119402985075	11537.023749397782
RPL3	-0.1876025917674126	0.016477810043139376	61163.627329192546	58809.45771144279	11474.455008852668
SPARC	0.8053600504774631	1.5258887890108056e-11	14228.354037267081	26421.97512437811	11458.947925664632
CYP4A11	-0.6100013627720733	0.000828391353596364	18735.236024844722	13718.174129353234	11428.519507011722
POR	-0.39874988358617885	4.907624163184431e-05	28613.298136645964	24422.02985074627	11409.549301004206
UBB	-0.2558689731700847	1.6949882296046237e-05	44461.105590062114	41693.17412935323	11376.217433335907
ALDOA	0.8795071589255187	8.662203332632645e-13	12915.074534161491	27636.776119402984	11358.90051085169
SERPINA6	-0.47053024726777537	0.00019017891404689971	23946.037267080745	18976.721393034826	11267.334836362867
NOTUM	-1.4538679327740558	3.789405428761566e-06	7599.888198757764	3076.8457711442784	11049.233744841893
RPL8	-0.16179322203062083	0.19864677848244447	68203.18633540372	70224.00995024876	11034.813269959779
PAH	-0.3338583653125249	0.024640184311358396	32805.316770186335	28634.3184079602	10952.329430453969
COL18A1	-0.24352504726118446	0.003608038001747298	44970.913043478264	41374.835820895525	10951.543724291661
CFHR1	-0.3401553199924339	0.050942045392509905	32176.36645962733	29763.567164179105	10944.962229268353
PEG10	-0.8328859680421563	0.014052841148224799	13037.018633540372	7588.373134328358	10858.349884979903
ADH4	-0.3656811633790897	0.1586062314189346	29588.788819875776	25801.910447761195	10820.062718630375
RPL32	-0.34037605821344996	0.0002837558964933357	31163.167701863353	28068.930348258706	10607.196183804945
C2	-0.22753307625817262	0.02881715640345053	46602.832298136644	43697.0	10603.685795138756
SEC14L2	-0.9812207891857004	4.909418734009468e-09	10747.335403726707	5986.28855721393	10545.508926488139
PLG	-0.17469794757922225	0.3123133697259825	58675.99378881988	55339.36815920398	10250.575687078024
ADAM6	1.9113234632484077	6.481049802204487e-13	5360.211180124224	20502.144278606964	10245.097396537865
PDK4	-1.0525007088625777	5.46610993720824e-09	9638.67701863354	5159.905472636816	10144.714394609238
ATP1A1	0.5374702912078049	1.1145928015225049e-05	18751.732919254657	30187.48258706468	10078.499352762781
RPL37A	-0.34112313297124863	0.0007479432171177371	29542.844720496894	26268.562189054726	10077.747747939013
ADH6	-0.8090027761870923	4.0610489591636815e-08	12445.055900621119	7671.0	10068.084773406039
HRG	-0.10379158670101978	0.672604494610095	96599.77639751552	100927.41791044777	10026.244067261856
HLA-DRA	1.3069457370572626	7.256531423937002e-19	7656.571428571428	22008.855721393036	10006.723389045863
SORD	-0.7735091739080456	2.0311420914575635e-09	12823.608695652174	8508.646766169155	9919.178968693943
CPB2	-0.40610359226503107	0.0011884634648476995	24366.099378881987	20580.89552238806	9895.160487250718
RHOB	-0.41504603810884333	0.00022831250684799542	23683.07453416149	19753.149253731342	9829.566255640166
SOD1	-0.3435156111940471	0.00011595289550840688	28608.062111801242	25249.28855721393	9827.315941412666
LGALS3BP	0.6829184689336325	3.620127602103238e-05	14346.155279503106	25128.87064676617	9797.254398562409
TST	-0.5292381958577946	5.408463702654763e-09	18407.27950310559	14158.965174129353	9741.835394873766
TMEM176A	-0.3047678614322352	0.006592772517273337	31603.770186335405	29343.333333333332	9631.813452885275
SDC2	-0.446437267927138	1.7726195503191095e-07	21544.329192546586	17803.074626865673	9618.19146404338
ETFB	-0.4696586395878353	1.6578480498527862e-06	20471.049689440995	16939.28855721393	9614.405348077837
SPARCL1	-0.9737379045851048	2.918761836167365e-06	9871.52795031056	5686.940298507463	9612.280941388699
RPL4	-0.2254975813032786	0.008057355758268134	42529.857142857145	41091.09452736318	9590.379918888253
SAA2	0.4154147577825362	0.22857424871894366	22910.285714285714	32367.507462686568	9517.2707907287
RPL37	-0.31640726268611663	0.0006694343929730522	29948.757763975154	27486.82089552239	9476.004464948961
GPC3	-0.33153441763915653	0.18937577675936698	28476.08695652174	24414.49751243781	9440.802905772416
MLXIPL	-0.6294579222120581	4.597132260989364e-09	14955.60248447205	10833.243781094527	9413.922465305272
GSTA1	-0.25127857415451854	0.24506571849783076	37336.4099378882	36067.60696517413	9381.839853241143
COL1A2	1.664784211382333	1.754363024797294e-18	5614.95652173913	19030.542288557215	9347.690964989566
SLC2A2	-0.49261349270336674	0.002253225170479593	18849.32298136646	14920.203980099503	9285.430828944769
MT2A	-0.40506127456554014	0.06594469357984667	22849.714285714286	20661.557213930348	9255.53439202986
GAMT	-0.5974434433056193	2.0618659019637114e-08	15426.633540372672	11438.34328358209	9216.541060974205
ADI1	-0.45647460647914684	4.467322793726313e-06	20090.521739130436	16494.13432835821	9170.81300483031
CYP2C8	-0.6202998962706389	0.003372886449264434	14530.39751552795	10661.890547263682	9013.204071653136
IGFBP1	-0.27674447385457046	0.17181655103784038	32464.770186335405	29177.04975124378	8984.445744026938
LOC96610	1.8694052651797635	2.2678586483448524e-13	4770.627329192546	19419.044776119405	8918.235847403019
APOM	-0.5445336194587722	0.0006387929783631093	16377.608695652174	12380.089552238805	8918.158541122939
LDHA	0.45735425680706354	1.0962549840245893e-08	19461.080745341616	29766.7960199005	8900.608120947969
PRAP1	-0.35873007532422285	0.045539338968504484	24770.05590062112	22075.333333333332	8885.764019015025
GPAM	-0.747539510013867	7.018924777990566e-07	11886.39751552795	7717.477611940299	8885.55177458781
TUBA1B	0.5752785287949974	1.0248206873163578e-09	15436.95652173913	25759.910447761195	8880.549636898428
AADAC	-0.6138422050054523	8.373556880954142e-05	14244.577639751553	10360.407960199005	8743.922947756455
RPL28	-0.29722999591980886	0.004827805310799331	29407.11801242236	27077.49751243781	8740.677566845636
ATF5	0.3707950295864073	0.08470046710238745	23516.708074534163	34077.293532338306	8719.878466271799
ECHS1	-0.3538523700076445	1.323564046111704e-05	24324.975155279502	21319.009950248757	8607.450109072723
PROC	-0.5633447424585436	7.743350377783951e-07	15199.124223602485	11398.60199004975	8562.346721340753
UBD	0.43903861870053595	0.01883876398955214	19116.391304347828	30336.358208955226	8392.834032799807
GRHPR	-0.5350628590431631	3.805797250019196e-08	15575.39751552795	11593.054726368158	8333.816725392164
METTL7A	-0.35367245978547485	0.00024545338430158374	23535.83850931677	20219.66169154229	8323.977898703766
PLA2G2A	0.5521036902097518	0.14280211755948877	15060.782608695652	26776.064676616916	8315.113655707723
TMBIM6	-0.13916770257621894	0.03142574215577414	59438.83850931677	59637.706467661694	8271.966599140504
TIMP1	0.9829660302687518	5.811990186830142e-08	8315.409937888198	19149.910447761195	8173.76549670329
ADH1A	-0.33844626093839303	0.05911174365846162	23871.739130434784	20780.955223880595	8079.300850792379
APP	0.5280046983782436	4.951033717967015e-05	15137.857142857143	23771.97512437811	7992.859694807226
CANX	0.24233065055314354	0.0015840353113080886	32692.7950310559	43116.32835820896	7922.466288276354
RPS6	-0.1911106206662054	0.04740937972306249	41184.167701863356	40196.28855721393	7870.7318511241965
C1R	0.2035455810262767	0.08202994257504093	38082.85093167702	49079.796019900496	7751.596020025282
GSTO1	-0.588207974749813	1.0206051158761345e-11	13119.124223602485	10074.950248756219	7716.77349005643
ALDH3A2	-0.4773762605008746	1.302443351731196e-06	16150.925465838509	13070.905472636816	7710.068402510334
VIM	0.831853820155133	6.499322606003245e-13	9243.57142857143	17732.432835820895	7689.300204733983
SLC13A3	-1.562142875325891	1.3810979136388782e-08	4913.198757763975	1948.6567164179105	7675.1184345010115
ATP5B	0.31434391878242146	3.480121380614636e-06	24378.981366459626	33695.58706467662	7663.384538656551
PIPOX	-0.4889020936825237	0.00025887237713823064	15670.888198757764	12140.363184079602	7661.530050237423
RPL19	-0.18617041664017525	0.02113484717642792	40938.50310559006	39954.3631840796	7621.53817979281
SELENBP1	-0.5921485337402093	1.4428057212461229e-06	12762.577639751553	9442.646766169155	7557.341636124463
ACSM2B	-0.5643660051715536	0.0009404674117671098	13340.453416149068	9859.537313432837	7528.898401649254
CALR	0.12429375458335547	0.07469350128815173	60489.391304347824	72838.06467661691	7518.453557679165
FTCD	-0.536731362337852	0.0015498990598222305	13966.198757763976	10398.880597014926	7496.096885935875
TGM2	0.7238110297168947	3.868705142298837e-08	10275.372670807454	19327.47263681592	7437.428073581981
SERPINA4	-0.6123148229748528	0.00013609869149443338	12128.726708074535	8571.756218905473	7426.599147165029
CYP1A2	-1.2234234191352242	0.001259816593126283	6038.590062111802	2775.820895522388	7387.752500544806
HSPA5	0.19426122111792093	0.009201907396398715	37986.06211180124	48422.253731343284	7379.2188112997
F12	-0.3156760028861041	0.0496671430968393	23294.478260869564	19960.577114427862	7353.507786708549
HFE2	-0.6378345344377024	0.0002713410656664313	11524.136645962733	8268.174129353234	7350.492332374106
RPL14	-0.4210907849450785	5.253913602315607e-06	17363.211180124224	15186.805970149253	7311.488225005673
LASS2	-0.1780609430639189	0.01946395683239068	40419.90683229814	40475.437810945274	7197.206729114746
CFHR2	-0.396487330255939	0.015622891438745125	18114.801242236026	15818.109452736318	7182.2891826511295
FLNA	1.3360517594163754	5.605748273172443e-18	5354.962732919254	14243.437810945274	7154.507380925892
RPS11	-0.18860794893650698	0.039307687867707206	37738.23602484472	37534.59701492537	7117.731293127761
RPL27A	-0.2821663080379428	0.004405270979983442	25174.63354037267	23767.71144278607	7103.433402295121
MTHFD1	-0.5909332215445684	1.1030130131721935e-06	11980.627329192546	8867.970149253732	7079.75070376465
EIF4G2	0.4332352473240197	2.0578678622061875e-08	16294.925465838509	24313.825870646768	7059.536064319013
HSD17B4	-0.45671401667906525	1.8256753541155358e-06	15312.540372670808	12335.3184079602	6993.451819162836
TAGLN2	0.44968438213184525	2.0216854361871915e-06	15473.335403726707	24138.746268656716	6958.11727054365
COL4A2	0.9532768832695419	1.1502463532609985e-13	7282.664596273292	14911.621890547263	6942.39580823284
CFL1	0.360682659791164	2.779977915515176e-08	19214.124223602485	27512.5223880597	6930.201430526778
RPS14	-0.24401323778306513	0.004885376084534865	28322.062111801242	26817.273631840795	6910.958076593696
CBR1	-0.45324211211626103	0.00014420652368742504	15048.881987577639	12301.865671641792	6820.7870570380455
PKM2	1.5110662604547616	2.4523016448523603e-16	4485.875776397515	14930.900497512437	6778.455534305594
HSPA1A	-0.18873613970627323	0.1689606381159794	35752.217391304344	35625.348258706465	6747.735496374268
FMO5	-0.5995200716929594	8.76041038102599e-06	11213.366459627328	8458.606965174129	6722.638263795202
SERPINA5	-0.2849539282563253	0.06497881208451779	23575.82608695652	21003.388059701494	6718.024255366211
ANXA2	0.6120371528415512	1.5950374138387367e-07	10915.447204968945	18983.716417910447	6680.659229321462
APOA4	0.6017215141686754	0.16290785331233945	11026.608695652174	24495.930348258706	6634.947680493308
C4BPB	-0.5093239233578803	5.943023431044168e-05	12971.099378881987	10327.825870646766	6606.491225917139
RPL15	-0.24270451984949074	0.0006202400322841147	27029.745341614907	25809.12935323383	6560.241364790655
ALDOB	-0.04073660120079338	0.8586456224857804	159421.12422360247	170676.60199004976	6494.274760479035
CPS1	-0.09959773220056148	0.6974711612339836	65204.53416149069	68089.62686567164	6494.223731678512
SLC22A3	-0.508969419729457	0.00016767667876336684	12733.42857142857	9874.18407960199	6480.925751166488
MYH9	0.2275086109481878	0.008539227771769391	28485.931677018634	36588.32835820896	6480.794747403492
IGFBP2	-0.27575148512951764	0.17680231142483663	23482.67701863354	22344.109452736317	6475.383062704993
RPL31	-0.28042108272681565	0.0014072999033195176	22980.714285714286	21150.009950248757	6444.276781835601
RPS9	-0.2188665530453153	0.01492460289046716	29333.596273291925	28100.97014925373	6420.14310475831
RPL38	-0.4158876328397731	1.9021873975525004e-05	15376.577639751553	13029.616915422886	6394.9284757732585
SLC13A5	-0.5367974151318157	0.007263572850645669	11847.745341614907	9162.57711442786	6359.839074518893
TUBB	0.2539369197549018	0.008083565229106438	24886.987577639753	33112.57711442786	6319.724967444344
CYB5A	-0.34633210205046044	0.0008494211501746641	18115.155279503106	15712.179104477613	6273.8598069208065
HSP90AB1	0.14151085636736488	0.10665758436027449	44144.69565217391	54084.651741293535	6246.953685815819
RPS4X	-0.16798535965196462	0.07696471930614159	37021.54658385093	36274.07462686567	6219.077817760161
YWHAZ	0.5060849408724392	1.4025259500789e-07	12242.409937888198	19818.67661691542	6195.69930955231
UGT1A6	-0.3199598811426302	0.07579030603603723	19332.54658385093	18008.34825870647	6185.639307153305
PTPRF	0.49053185373039615	3.265585579317344e-07	12494.031055900621	19212.36815920398	6128.72021441607
CYP1A1	-1.2925614973914523	0.0001888816589193705	4715.987577639751	2115.955223880597	6095.703965033525
PGK1	0.6088170750884797	5.5081957605596715e-11	9933.229813664597	16583.925373134327	6047.519921336964
TM7SF2	-0.6417540889682634	5.832771328500076e-07	9386.590062111802	6755.621890547263	6023.882553829114
RPL34	-0.4315444005952974	2.4086583907766567e-06	13861.118012422361	11619.855721393034	5981.6878642514885
CHI3L1	-0.2198986064445652	0.47599276994140405	27174.75155279503	24507.830845771143	5975.6899969369115
PTMS	-0.2550705869455387	0.004819905912851089	23355.44099378882	21907.960199004974	5957.28604265761
HABP2	0.4614538602632233	0.008320556642502473	12905.465838509317	19659.218905472637	5955.277029675281
COL4A1	0.8399510282072318	4.5677352229449304e-11	7022.453416149068	13422.66169154229	5898.516967431798
ACAA1	-0.46678755556497875	1.1757743616151815e-06	12606.894409937888	10177.980099502487	5884.741424880702
ACSL5	-0.7530481854914013	6.28547348620392e-07	7774.981366459628	5203.671641791045	5854.935610241879
NNMT	0.39798188791993805	0.08780281413772663	14681.590062111802	21469.00497512438	5843.006930585855
ACSM2A	-0.4826030459438923	0.006881336546058202	12059.987577639751	9514.985074626866	5820.186739014447
GRN	0.44222844867299144	2.813525048187688e-08	13160.2049689441	19379.751243781095	5819.817027634743
RPLP2	-0.25579324436750395	0.012485314393068159	22601.92546583851	21613.04975124378	5781.41984385934
HPX	-0.060933338895628804	0.7342650908289697	94465.3850931677	98372.96517412935	5756.091323788069
GNB2L1	-0.15645467692696938	0.06306585521342674	36670.01242236025	36475.07462686567	5737.194946448326
ITGB1	0.3584129542835001	0.00010474576872554088	15972.689440993789	22593.572139303484	5724.818810399452
RPS16	-0.19112506777775518	0.054781929123628385	29903.670807453414	29701.422885572138	5715.341109878213
RPL18	-0.22164318127349836	0.022455875679648234	25724.13664596273	24859.358208955226	5701.57948172536
HLF	-0.9847246089336086	4.961545408661254e-09	5776.944099378882	3224.6517412935323	5688.699019092187
CD63	0.2750825974450578	0.0010505418931533474	20654.54658385093	27762.144278606964	5681.706323335659
RPL36	-0.3430021574333927	0.0006997882855499739	16482.093167701863	14512.781094527363	5653.39351553992
SEC61A1	0.37443079804649254	1.461721523171452e-08	15047.105590062112	21760.114427860695	5634.099754376795
C5orf33	-0.5780453979521744	1.3096514673028997e-09	9693.925465838509	7340.462686567164	5603.529003619338
CDO1	-0.6128033631519216	5.849805104307689e-05	9126.583850931676	6686.895522388059	5592.801277938947
RPS10	-0.3935219257115488	6.523385076384485e-05	14146.788819875776	12002.208955223881	5567.071579032125
RPL35	-0.3156745509859131	0.0020682437395672048	17567.391304347828	16064.199004975124	5545.578361993836
RPL23	-0.25043487691139077	0.009706136266911247	22056.155279503106	20595.333333333332	5523.630532560882
PON1	-0.405834494983304	0.025562845125312407	13573.44099378882	11676.139303482587	5508.570570899961
