mRNA	logFC	FDR	Sub-0	Sub-1	Delta
CFB	-0.24390042410838333	0.04780694447412546	169371.87878787878	160505.33536585365	41309.87306839733
HPX	-0.37011021005011596	0.02409329902186599	104580.0303030303	87042.96951219512	38706.13698250204
APOH	-0.2051943202561267	0.1816993586009028	184645.05555555556	177871.82317073172	37888.116663376975
SERPINA3	-0.2520479122874943	0.14766529540239756	136924.57575757575	121789.43902439025	34511.55346054782
APOB	-0.1572860704709443	0.2132296026240412	207906.9393939394	213692.66463414635	32700.8655209135
SQSTM1	0.577135444709864	1.4415278243580953e-05	54060.621212121216	92704.89634146342	31200.300664549086
ACTB	0.2954392437084547	3.909292730349434e-05	100947.38383838384	143269.2743902439	29823.818735559205
CD74	0.5758864711630948	7.141147237387943e-05	48651.944444444445	79930.31707317074	28017.996601334045
H19	-0.17510113086839985	0.6341766114756153	156428.7373737374	172026.19512195123	27390.84881445734
SAA2	-0.7621927940209758	0.02466840118481749	35074.01515151515	19815.670731707316	26733.161605867375
ENO1	0.8617145272255842	5.9504152956445815e-18	29803.227272727272	62087.83536585366	25681.873899114817
ITIH4	-0.2777027090460955	0.05353570388858405	89877.79292929293	81492.56097560975	24959.306579548655
C4BPA	-0.44644930424945567	0.010362018493469528	55764.555555555555	44989.69512195122	24896.047029557896
SPP1	1.150856413446327	9.46585516073155e-05	21559.196969696968	54710.579268292684	24811.540101328374
SERPINF2	-0.4615661231538438	0.0005194166162045133	52974.520202020205	42570.189024390245	24451.243915581446
ITIH3	-0.3364126930154964	0.024076529896529503	72074.96464646465	65202.2743902439	24246.93295571387
A1BG	-0.35597213245955256	0.04219248188018141	67441.67171717172	58288.14024390244	24007.35569779871
TPT1	-0.24550742113488952	0.00065254353771799	94613.42929292929	90441.38414634146	23228.299030435282
GAPDH	0.22778814972163217	0.01953527051645317	100952.79797979798	133105.56707317074	22995.851061039906
P4HB	0.22554245510686072	0.0012854112629718307	99850.64646464646	129916.81707317074	22520.559947643545
ASGR2	-0.757362225210995	8.371133988877108e-11	28350.545454545456	18755.713414634145	21471.632191400007
CP	0.43820364888907154	0.004069776350795848	46493.681818181816	71100.43292682926	20373.701023014753
AQP9	-0.8039499941667019	0.00030111739732293394	25088.964646464647	16631.15243902439	20170.272981173843
MT2A	-0.8038834649997487	0.00023683783854526778	25089.247474747473	17464.060975609755	20168.831194236194
PLA2G2A	-0.728987656723481	0.05330918965916283	26974.565656565657	15035.432926829268	19664.125409113483
ALDOB	0.12821105224757093	0.5657811776083074	152480.81313131313	181595.1036585366	19549.725499130887
B2M	0.2238045778596848	0.023706482786344622	86212.33838383839	112256.59756097561	19294.715998291253
G6PC	-0.718253003263953	0.00019082164966853038	26725.055555555555	17588.329268292684	19195.35141517377
HLA-B	0.32810692293002913	0.01856941648477129	58006.121212121216	80520.5487804878	19032.209942015383
SERPINF1	-0.4536664862603407	3.699673824357187e-05	39249.545454545456	31559.865853658535	17806.203373679164
CLU	-0.09831996909972839	0.3948140422039145	176156.07575757575	183805.90853658537	17319.65992521426
TF	-0.056263924492889875	0.7415862362361222	307190.8232323232	332405.53658536583	17283.761283252115
AOX1	-0.48591391060037387	0.014068926418282498	35533.93434343435	28634.951219512193	17266.43299583511
CYP2A6	0.5583247994192363	0.07500459553125453	29736.843434343435	47789.79268292683	16602.817145841032
AKR1B10	0.7035358664253182	0.015380563028906653	23192.742424242424	45128.329268292684	16316.926136218628
KNG1	-0.16864222145801402	0.30943015425014225	96516.48484848485	98087.75	16276.754412167236
CRP	0.18919893414229508	0.5727539269490273	84474.09090909091	101857.10365853658	15982.40796263934
GPX3	-0.3947646892429785	0.012923491771295854	38925.131313131315	34476.17682926829	15366.267366570413
PEBP1	-0.2680871514675419	0.0012411781025726204	56829.020202020205	54366.96341463415	15235.13014665099
HRG	0.17031736181825463	0.48046907070051137	88803.06565656565	111316.87804878049	15124.703863999513
HLA-A	0.2946088420638099	0.008164302338000693	50633.080808080806	70313.68902439025	14916.953306992002
HMGCS2	-0.26297032193715136	0.10466853988182254	55059.5101010101	52461.743902439026	14479.017096964462
ACTG1	0.23576951008621475	0.0056487993705081965	60999.49494949495	80812.6768292683	14381.821039748955
CYP2D6	-0.7284838625630331	0.00016037497019085405	19270.696969696968	13510.164634146342	14038.391762766585
APCS	-0.35810413451346657	0.051428026669662744	38715.75252525252	33295.75	13864.271050093112
DCXR	-0.471363654640995	0.004014014123286216	29310.570707070707	23757.481707317074	13815.93772809814
FTL	0.030500670546798937	0.8318105490388518	449416.73232323234	521021.85975609755	13707.511690809833
AFP	-0.46215376180224826	0.2696739048881565	29325.70707070707	26897.213414634145	13552.985840238063
ALDH2	-0.3281844951105787	0.003054698595822165	41260.17171717172	36989.560975609755	13540.948623175778
CFH	-0.16539434673652362	0.19643746141265747	81203.92424242424	82095.65853658537	13430.67000251791
ASGR1	-0.5526313336370308	2.6402260493269425e-06	24144.79292929293	18461.365853658535	13343.169116905103
CFHR1	-0.4042575583342852	0.022423546389563502	32823.02525252525	28438.493902439026	13268.956045730443
EEF1A1	0.1329575086052311	0.11802444071639724	98763.21212121213	120698.04268292683	13131.310625486325
FASN	0.4757785488798084	0.0006417284051135398	27375.459595959597	43451.579268292684	13024.656441483483
HSP90B1	0.2736215965075907	5.409020709565285e-05	46874.045454545456	63119.54268292683	12825.751152042103
AGT	-0.10145800876134185	0.36478139520126707	125684.29797979798	129185.81097560975	12751.678605597443
CTSB	0.32501058522082715	0.0009895921173722175	38921.08585858586	54548.634146341465	12649.764892329049
GLUD1	-0.501842751225424	2.8109107782524972e-05	24767.277777777777	19762.164634146342	12429.278820364305
PSAP	0.237147749088134	0.0007905464034912541	52186.818181818184	69060.4512195122	12375.986463889887
HLA-C	0.2969580297817102	0.011837996588951662	41559.944444444445	56147.7743902439	12341.559220059555
DHCR24	0.21887935675571088	0.014133506877740235	55589.81313131313	73719.88414634146	12167.462540351988
SAA1	-0.30366202530741965	0.3569418908136359	40064.56565656565	32597.256097560974	12166.087150334815
ADH1C	-0.518735618684626	0.03097746143743873	23345.676767676767	19143.274390243903	12110.234081692108
HSP90AB1	0.28424626871060193	0.0007857889687540672	42449.01515151515	58374.42682926829	12065.97416725799
CYP27A1	-0.44667998449041346	0.000498436158815459	26957.545454545456	22367.19512195122	12041.39598553598
APOA4	-0.5943084844673879	0.1762009511914622	20028.176767676767	16666.993902439026	11902.915381442928
MT1G	-0.9323461982591162	0.009497133119877656	12714.9898989899	9486.414634146342	11854.772493226297
MYH4	-2.6543851328421098	2.2842681660317233e-06	4132.787878787879	663.1646341463414	10970.010702644626
SPARCL1	-1.122039932937073	1.8868332953643258e-07	9695.29797979798	4955.621951219512	10878.511495057464
COL1A1	0.6595121513201565	0.0022576661756443135	16457.89393939394	28454.439024390245	10854.181038168663
SEPP1	-0.10682198462659348	0.4011769394464833	101049.27777777778	104904.7256097561	10794.284397306152
BAAT	-0.31368517439792576	0.037812279428747854	34361.09595959596	31124.23780487805	10778.56637858972
SLC27A5	-0.5255504182051735	0.005615962523445602	20410.469696969696	15922.920731707318	10726.730885006444
TUBA1B	0.7083847807560213	9.652526908063417e-15	15135.575757575758	28452.731707317074	10721.811514646453
ITIH1	-0.16422447759100586	0.2767247174070925	64951.33838383838	65405.634146341465	10666.599614922505
TUBB	0.45080237724945277	1.0532681240392622e-06	23411.641414141413	36749.560975609755	10554.023604806689
CYP2C9	-0.5221198130839625	0.014016196984618609	20077.540404040403	15611.378048780487	10482.881642943279
SOD2	0.45271998029002575	0.0002569388929033605	22776.222222222223	34990.23780487805	10311.250875525691
F2	-0.17180071902279445	0.21804549789456446	59385.4595959596	59392.64634146341	10202.464658084968
CHI3L1	-0.36965953781783784	0.22636358631913348	27576.171717171717	23421.506097560974	10193.79489175503
RPS18	-0.2357839079735374	0.01812523231360527	42732.21717171717	40713.15243902439	10075.569161121377
CYP3A5	-0.8275913179387347	4.5857344834371374e-06	12156.10606060606	8245.670731707318	10060.28783570001
ACADVL	-0.45199517019245483	1.4989933113425192e-08	22165.81313131313	18296.40243902439	10018.84047874203
FMO3	-0.5640188751646729	0.002000435555521757	17385.9797979798	13321.798780487805	9806.020769292292
FABP1	-0.19877419802242124	0.37588042975618574	49127.09595959596	48597.40243902439	9765.199100539217
ALDOA	0.6171538582118511	1.3733766174572005e-06	15671.570707070707	27630.170731707316	9671.770326108513
REG1A	-1.3547354750803464	0.02044021703370336	7121.318181818182	2342.5975609756097	9647.502370243763
SERPINA6	-0.4187882773892725	0.0013472337136955633	22820.247474747473	19214.780487804877	9556.85212954639
CALR	0.15686194867640052	0.024252607776470776	60431.87373737374	75693.48780487805	9479.461476610635
ADH1A	-0.3975569787023451	0.029318064122208342	23706.31313131313	20283.365853658535	9424.610224656577
NNMT	-0.4585285213809566	0.051038249908265665	20504.68181818182	15969.993902439024	9401.981435477896
AKR1C1	0.2849244088496954	0.10451471430364163	32966.72727272727	47847.2743902439	9393.025279890948
CANX	0.2845527393793519	0.00020423087865969184	32862.21717171717	45263.43292682927	9351.0339182913
RPL3	-0.15590337134179424	0.05403444598283527	59742.21717171717	59994.42682926829	9314.013068504339
ANG	-0.4178996216872032	0.005973874344925857	22188.40404040404	18343.926829268294	9272.52565432766
SULT2A1	-0.38340465693782244	0.060467723380507765	23964.464646464647	20883.993902439026	9188.087346476352
ADH4	-0.32320578539462724	0.2285201599819528	28339.661616161615	26455.646341463416	9159.542590469486
RARRES2	-0.24611959580586534	0.042792647847180156	37125.80808080808	35167.993902439026	9137.388878814614
FTH1	0.10340474191199919	0.2731386048366282	88077.16161616161	108713.44512195123	9107.596165260633
CPS1	-0.13504549814347164	0.6010408181463095	67340.34848484848	66161.9268292683	9094.010906291338
COL3A1	0.717560573552077	0.0008195035146675846	12517.994949494949	21609.481707317074	8982.4196356816
AMACR	-0.9678171550263344	1.1727309533247033e-07	9164.338383838383	5398.609756097561	8869.403902345099
PAH	-0.2805320644419246	0.06834359787077735	31488.237373737375	29283.432926829268	8833.46023609191
LOC96610	1.099992714666914	2.0640188183338912e-05	7901.040404040404	18944.469512195123	8691.086882733374
SILV	-3.790828812578681	6.656392654278138e-38	2288.277777777778	252.8719512195122	8674.469331183516
SERPIND1	-0.20537898190452517	0.16726063657781742	41655.767676767675	39960.75	8555.219155905972
SERPINA5	-0.35992999423800226	0.02106951270268904	23682.560606060608	20294.158536585364	8524.063902480533
ADI1	-0.434520323936688	2.3559132415369254e-05	19532.868686868685	16356.018292682927	8487.428429230971
PEG10	-0.7262118360862004	0.04016695225376542	11534.449494949495	8173.182926829269	8376.453745970819
ADAM6	0.8605852067835793	0.0016056391948148104	9722.338383838383	18651.841463414636	8366.900588475486
LDHA	0.4041665593076911	7.410159742144649e-07	20581.12626262626	30739.615853658535	8318.202988242816
MYL9	-1.4231093990626698	3.795785910052434e-12	5807.888888888889	2854.6585365853657	8265.261266489422
MAT1A	-0.2323523563902275	0.11260900988354972	35504.68686868687	34388.73170731707	8249.597656836562
CYP4A11	-0.4702370059641744	0.013794477662466071	17314.5202020202	14301.530487804877	8141.928139504192
F5	-0.28978868865243296	0.025217007105826514	27804.070707070707	25872.993902439026	8057.305189401544
CYP2C8	-0.5753710095614967	0.008680135931974848	13938.772727272728	10503.396341463415	8019.9657361391655
HSPA8	0.2638478738847252	0.003205805353255169	30372.722222222223	40600.29878048781	8013.7781824246795
HULC	-0.7431612892969229	6.715140745162507e-05	10672.065656565657	7159.951219512195	7931.066072794746
HLA-DRA	0.6676598909928657	2.3945284590135168e-05	11855.39898989899	20177.55487804878	7915.37439727289
MYH9	0.27683938927408924	0.0013372543575216544	28285.272727272728	38658.56707317073	7830.477627269234
CES1	0.06557997623299902	0.7434255845735891	119178.26262626263	143469.25	7815.707630520419
MT1B	-5.1460087506994965	0.00013742762300224967	1487.2171717171718	64.52439024390245	7653.232579847122
IGFBP1	-0.238444258978465	0.2554530766377826	31744.12626262626	29305.353658536584	7569.204663610748
UBB	-0.17576437293561742	0.005080680736968379	42926.833333333336	42921.05487804878	7545.007942945093
HSPA1A	0.24099223912902892	0.0790489211836088	30632.343434343435	41778.03658536585	7382.157034011832
TMSB10	0.3990817174904445	0.015065450939440445	18400.055555555555	27868.89024390244	7343.125773030706
COL18A1	-0.1681720150959192	0.0551981968821642	43283.09595959596	42601.256097560974	7279.00546711529
MT1X	-0.8696199403776914	0.0005049356739141105	8275.10606060606	5880.213414634146	7196.197239043315
ADH6	-0.6373874975702449	4.335248843286662e-05	11266.419191919193	8016.914634146341	7181.074735314755
TAT	0.280533427732513	0.2950947334661209	25535.76767676768	34715.96341463415	7163.636436144747
COL1A2	0.7566736037556102	0.00016128757896246944	9398.863636363636	17488.853658536584	7111.872018934831
LGALS4	0.6607765134809296	0.003224841314949481	10665.90404040404	19059.268292682926	7047.778884940342
PDK4	-0.8087403762349308	2.476548358316424e-05	8666.434343434343	5323.256097560976	7008.895371524416
LYZ	0.33830189457460247	0.1701836284278697	20715.136363636364	29526.73780487805	7007.969878189423
UGT2B4	0.1883162891971703	0.28472387742082345	37202.43939393939	48377.5243902439	7005.825335749292
AKR1C3	0.4160799140212816	0.0002938755817563916	16801.666666666668	25840.19512195122	6990.8360220809
ALDH3A1	-0.7108490662852279	0.07661403055477184	9833.040404040405	6868.664634146341	6989.807589957042
FGL1	-0.11641571252341855	0.5687990636445358	59973.20202020202	61930.01219512195	6981.823045492743
PRDX1	0.4154830418398703	7.333655375455319e-07	16794.843434343435	25935.384146341465	6977.972637325384
CYP8B1	-0.4313630922952303	0.10989526791855715	16036.10606060606	12794.09756097561	6917.384298677313
UGT1A4	-0.5479582750712731	0.05660081273328193	12446.828282828283	9918.493902439024	6820.342555966922
NDRG1	0.7966968670533593	2.2150532888449253e-07	8533.31313131313	17014.09756097561	6798.463837302463
TST	-0.39455855758157543	4.125212987920511e-05	17133.671717171717	14738.15243902439	6760.236798803508
RPS24	-0.22012052651367858	0.04189922465253469	30696.964646464647	29867.676829268294	6757.032020351576
NTS	2.718760935328291	3.3340043442604565e-07	2482.2979797979797	15792.993902439024	6748.774777319082
GRN	0.5110126832440538	8.117220698157264e-11	13137.89898989899	20809.871951219513	6713.633015017626
LBP	0.24805577739518095	0.17579915032424392	27057.39393939394	36372.493902439026	6711.7428879240215
DLK1	-0.7069271422657163	0.2776775088733246	9494.232323232323	6061.865853658536	6711.730524269418
RPL13	-0.20393881817006168	0.06304753731900294	32899.12626262626	33060.59756097561	6709.408928827638
TM4SF5	-0.6760469478875395	8.499209347519483e-05	9708.954545454546	6670.085365853659	6563.7090876334
C4BPB	-0.5138758385265361	8.259267612030393e-05	12746.454545454546	10002.69512195122	6550.095017785832
PGK1	0.6422458247212307	3.3711894941769227e-12	10184.964646464647	17780.463414634145	6541.251019125265
RPS19	-0.19609951969494505	0.09985519617896046	33232.74747474748	32372.75	6516.925817941378
ETFB	-0.3302558960653661	0.001457180038150664	19320.333333333332	17531.768292682926	6380.653997281561
CFL1	0.32024001641219274	1.4140885506260775e-06	19898.616161616163	28558.323170731706	6372.333166175884
ECHS1	-0.2723481386935519	0.001362640540538304	23340.858585858587	21828.975609756097	6356.839391367996
PTPRF	0.4966655652777031	2.526105705359795e-07	12744.580808080807	20425.59756097561	6329.7944312728205
CFHR2	-0.35803606598431553	0.03449934475907175	17667.444444444445	15840.05487804878	6325.58230488534
TMEM176B	-0.13078068084345515	0.24021217580644985	48208.87373737374	49758.14634146341	6304.789330069902
FADS2	0.8537488069965146	4.072410826713962e-06	7293.227272727273	14913.585365853658	6226.584083245353
ALAS1	-0.46999993741839946	0.00027294580280679817	13222.4898989899	10799.780487804877	6214.569425040671
TAGLN2	0.3711392970595669	0.00012711544420428332	16715.227272727272	24594.39024390244	6203.677700190901
SLC13A5	-0.5370935657669142	0.0091211768405338	11526.717171717171	8944.359756097561	6190.925627344296
HGD	-0.3713704153347033	0.012712193652530051	16554.20202020202	14350.19512195122	6147.740879777009
DEFB1	-0.9261508870874583	0.0005196743911902826	6530.722222222223	3721.060975609756	6048.434179432888
TKT	0.5514749377235079	3.885108209732616e-05	10927.80303030303	19267.341463414636	6026.409495591124
ANXA2	0.5027100262217182	2.479122491144615e-05	11978.888888888889	19520.085365853658	6021.907547440383
EIF4G2	0.3463862611308227	1.3787465639427275e-05	17224.656565656565	25000.48780487805	5966.384387040255
PKM2	0.8677412091627412	5.861810955925157e-06	6821.752525252526	14467.256097560976	5919.51578487161
CYP3A7	-0.6726834324085295	0.011914249748984956	8791.035353535353	6181.451219512195	5913.583836040892
GSTA2	0.8354515900773476	0.002012652198490537	6980.388888888889	14355.432926829268	5831.776996580472
TIMP1	0.5061897125573946	0.007364199056218989	11406.19696969697	17862.719512195123	5773.699565463935
ATP1A1	0.26898736300318093	0.03721362154301514	21450.91414141414	29508.731707317074	5770.024828906633
ASPH	0.8390981722935139	3.368836275720764e-10	6875.919191919192	14488.512195121952	5769.571226777289
MT1E	-0.8507735345575421	0.0021709484934189236	6754.045454545455	4978.975609756098	5746.163123925938
SORD	-0.49875560929340834	0.0003240919348363181	11494.88383838384	9139.341463414634	5733.1377925700845
GPAM	-0.5290736576300356	0.0009302335336678322	10539.4898989899	8403.073170731708	5576.1664704134
HSD11B1	-0.3708626415506005	0.17761344593987496	14978.353535353535	13354.432926829268	5554.911758199988
ALDH4A1	-0.31771738442083153	0.0036064823046527577	17462.570707070707	15651.609756097561	5548.162290314335
GSTO1	-0.45304340257750675	8.773058568281135e-07	12245.353535353535	10443.073170731708	5547.676631421067
PLOD1	0.655831864835086	1.4824084371310518e-15	8406.90909090909	14994.481707317073	5513.518866589947
RHOB	-0.25091010315978574	0.035641513632227055	21938.368686868685	20972.932926829268	5504.558350379635
HNRNPA2B1	0.29063172268566506	2.448111778062784e-06	18841.80808080808	26249.213414634145	5476.027141037937
ATP1B1	-0.32061225012228184	0.015174376153733944	16864.28787878788	15244.646341463415	5406.897283528106
ACSL1	0.26670585957976256	0.07401335062107992	20110.772727272728	26599.426829268294	5363.660927040519
ANPEP	-0.19635764798271574	0.11612730064018727	27299.863636363636	25774.768292682926	5360.537013885233
ORM1	0.029298729672568576	0.8802053960358482	182939.86363636365	208507.93292682926	5359.9056110183765
HSP90AA1	0.17357921965722056	0.03346789131326659	30606.429292929293	38975.46341463415	5312.6401131605635
YWHAZ	0.3993598547274992	5.308632839151577e-05	13292.075757575758	20260.676829268294	5308.3214435723685
MTHFD1	-0.4697172993673863	0.00022743464750210648	11187.29292929293	9123.530487804877	5254.865021979331
AADAC	-0.40714114456846806	0.013607814128768153	12903.530303030304	11103.170731707318	5253.558096549669
SOD1	-0.19144490720161475	0.043858281990922635	26950.47474747475	26492.75	5159.5311370697655
GAMT	-0.3680084751006503	0.0013209201947639835	14007.424242424242	12251.981707317073	5154.850835542427
OAZ1	0.3319652207446906	2.1325638693190302e-05	15435.358585858587	22002.268292682926	5124.002220228001
TXNRD1	0.8144439053377186	6.087345454848826e-09	6217.843434343435	13308.189024390244	5064.08468944516
SPARC	0.27822046873798273	0.03344197275123104	18121.282828282827	24472.975609756097	5041.711802618405
PDIA6	0.3298180737569395	6.899533244356294e-07	15197.262626262625	21506.01219512195	5012.331885772267
CLTC	0.3735480954321934	1.8344262315898742e-07	13409.131313131313	19601.353658536584	5008.955463420389
SERF2	-0.21072367403695877	0.015243936809250623	23724.323232323233	23912.121951219513	4999.276555555529
UGT1A1	-0.40587226773451274	0.07818126085461904	12275.868686868687	10280.280487804877	4982.434662350489
ALDH3A2	-0.3286036145267886	0.0016795323172747263	15130.90909090909	13607.506097560976	4972.071418348972
RPN2	0.3297345029060453	2.31467547653177e-08	15055.363636363636	21420.378048780487	4964.272844706114
PRG4	0.7079681519281251	0.0007438926831347648	6990.29797979798	12171.140243902439	4948.9083421844825
HPN	-0.24511887628189938	0.01873628136407205	20117.722222222223	18718.682926829268	4931.233464462507
FLNA	0.637879142701394	0.00012012966820203534	7726.10101010101	13386.048780487805	4928.318688747607
GANAB	0.31404564837143156	1.298624134689717e-07	15686.651515151516	22002.493902439026	4926.324645852457
CYP1A2	-0.9398013880805293	0.0188449368888161	5220.252525252526	3027.701219512195	4906.000569363212
PROC	-0.35211669865609285	0.003817436521016929	13805.757575757576	12223.40243902439	4861.237780022101
GRHPR	-0.3412259746740572	0.001070782459280561	14184.464646464647	12373.896341463415	4840.107774219605
PABPC1	0.1288580155480042	0.2651388316646306	37446.79797979798	46877.384146341465	4825.320076303779
HFE2	-0.4545615126494052	0.013636347802737543	10586.449494949495	8665.682926829268	4812.1924960107735
AGXT	-0.09836627828869483	0.6159896622602035	48697.580808080806	51266.2743902439	4790.199785753881
FTCD	-0.37234541457784487	0.03684870414065207	12784.974747474747	11020.170731707318	4760.4267227157625
CPB2	-0.21105807470588636	0.11574185726280999	22466.21212121212	22020.682926829268	4741.675476237077
HSD17B4	-0.33059203196534614	0.0010649642269122141	14306.5101010101	12878.225609756097	4729.618244625679
RPS6	-0.11698710794797702	0.2512892158155035	39760.19696969697	41692.59756097561	4651.430454926768
H3F3B	0.35315506672679786	6.280473300013239e-07	13090.520202020201	19018.80487804878	4622.98353543294
NQO1	0.7078913286614288	0.013875131114891253	6515.257575757576	12608.890243902439	4612.09434187447
CSDE1	0.36698348321367413	2.0247065903417685e-07	12549.656565656565	18348.69512195122	4605.516679600001
F12	-0.20918703627054688	0.21726386415905594	21970.484848484848	20806.896341463416	4595.940610881501
ZFAND5	-0.440724415198211	0.0006527063485044977	10408.717171717171	8917.384146341463	4587.3757884686265
RPL32	-0.1569721408325795	0.12115669684865923	28949.81818181818	30043.05487804878	4544.314936713934
EIF4G1	0.29114693503842126	1.4168662274033032e-06	15473.90404040404	21452.170731707316	4505.179734442279
C8G	-0.4014901434162299	0.0023357594302624977	11148.348484848484	9273.115853658537	4475.952032035927
CYP1A1	-1.0767256683600537	0.003139159154517679	4140.217171717171	2224.5	4457.878101372942
TPI1	0.32322366593864615	1.3055790557002016e-05	13789.631313131313	19464.189024390245	4457.13518497265
EIF3CL	0.28267779569561385	0.00012676440742430612	15681.222222222223	21771.60975609756	4432.733331590854
C5orf33	-0.48224763806041054	1.5518757559651912e-06	9112.934343434343	7510.9390243902435	4394.69106292081
PDIA4	0.24492229149114525	0.0025042762345937517	17908.09595959596	23620.676829268294	4386.091898667562
SEC61A1	0.2699909537829425	9.209307443632984e-05	16117.434343434343	21982.408536585364	4351.561470917793
KRT18	-0.1396545176383897	0.19712694461940644	30974.631313131315	32252.463414634145	4325.747195062316
PLIN2	0.3394180602531418	0.016413558260639543	12723.833333333334	18500.823170731706	4318.6988289842675
HGFAC	-1.0983355470651837	0.00021605360881097165	3919.813131313131	2032.0853658536585	4305.270099974098
C1S	0.05345446799310901	0.6744666052698272	80367.35353535354	92552.78048780488	4295.994127246432
HPR	-0.24100233652512906	0.2369123601930304	17812.19191919192	16524.280487804877	4292.779871159275
SCARB1	0.29213691554016685	0.0018674084436150048	14649.111111111111	20271.158536585364	4279.546135405187
HSPD1	0.1812732649608508	0.014591704692523388	23596.742424242424	30663.14024390244	4277.458541682646
FMO5	-0.4138688367600759	0.003706248036351286	10333.434343434343	8899.463414634147	4276.68645145379
YBX1	0.4508865408205608	1.744013829426727e-09	9409.979797979799	14887.896341463415	4242.833240302471
MSN	0.6103709717119189	4.165858501084918e-08	6905.419191919192	12012.609756097561	4214.867422249851
HYOU1	0.43550356971542165	1.3595844594441033e-06	9606.0101010101	14435.030487804877	4183.451689712297
RPL30	-0.11296742830269547	0.2970982028559721	36981.65151515151	39283.25	4177.7220660531475
SLC9A3R1	0.4004345772940994	1.146041953537512e-06	10397.818181818182	15261.621951219513	4163.645928417265
RPLP0	-0.08748244129371086	0.38939892529014764	47579.06060606061	50538.95121951219	4162.332376279608
TTR	-0.04849831443872579	0.8299125036825955	85478.92929292929	93820.48170731707	4145.583990734093
NCL	0.2833484735983265	4.4018965863340355e-05	14578.025252525253	20235.280487804877	4130.661203380889
SDC2	-0.20979916631283516	0.024145574505929905	19624.252525252527	19277.15243902439	4117.15181931053
AGRN	0.6167458467335837	1.7032527869823987e-06	6668.444444444444	11359.134146341463	4112.735415284751
SLC22A3	-0.34811036140997925	0.014539476794982128	11765.888888888889	10397.237804878048	4095.8278334207703
ECH1	-0.2370089004851239	0.005562433595496677	17224.29797979798	16498.829268292684	4082.31192582006
SLC13A3	-1.014084030770858	0.0005816578749750493	4011.010101010101	2369.0548780487807	4067.50129069495
SLC25A5	0.32412961907732574	4.797430294497783e-05	12535.429292929293	17492.26219512195	4063.1039216879226
SLC2A2	-0.2400100887983164	0.1674269375970848	16911.656565656565	16373.134146341463	4058.9681940498626
APLP2	0.17022407815634708	0.03633368428534269	23819.333333333332	30137.396341463416	4054.624058965416
ANXA5	0.6448755218625318	3.448295028464087e-08	6267.237373737374	11077.44512195122	4041.5879720252524
AZGP1	-0.11106253779813313	0.526740103233908	36271.67171717172	37454.68292682927	4028.42391108986
